token	category	subcategory	neckline	sleeve	length	volume	construction	pattern	decoration	material_appearance	main_colors	visual_personas	usage_limits	status	evidence
g0259	shoes	square_block_heel_boots	unknown	unknown	ankle	unknown	square_toe_side_zip_block_heel	plain	low	smooth_leather_look	taupe	loop,iced,heir	walking_comfort_unknown	ai_candidate	灰棕方头踝靴有粗跟和侧拉链，鞋尖方正区别尖头g0247；未见额外装饰，仍属基础踝靴群。
g0260	shoes	square_mary_janes	unknown	unknown	flat	unknown	square_toe_single_buckle_strap	plain	low	smooth_leather_look	taupe	heir,loop,melt	walking_comfort_unknown	ai_candidate	灰褐方头玛丽珍，单横带与扣子低调，较圆头玛丽珍更平直；需要保留鞋头差异，但不凭细差夸大丰富性。
g0261	shoes	mesh_panel_trainers	unknown	unknown	low	unknown	lace_up_mesh_panels_cushion_sole	panel_colorblock	low	mesh_suede_look	ivory,oatmeal	loop,ease,melt	walking_comfort_unknown	ai_candidate	奶白米色拼片运动鞋有网面、系带和厚浅底，低彩柔和；结构接近灰蓝运动鞋，颜色改变不是新鞋类。
g0262	shoes	square_slingbacks	unknown	unknown	low_heel	unknown	square_toe_thin_backstrap	plain	low	smooth_leather_look	taupe	iced,loop,heir	walking_comfort_unknown	ai_candidate	灰褐方头后绊鞋细后带、低跟，鞋尖明显偏平而非尖削；与同色尖头后绊需要细分鞋头但归同类近似方向。
g0263	shoes	square_heel_knee_boots	unknown	unknown	knee	unknown	square_toe_tall_shaft_block_heel	plain	low	smooth_leather_look	taupe	iced,loop,heir	shaft_fit_unknown	ai_candidate	灰褐长靴筒身修长、方头和较高粗跟形成利落纵线；不是g0245低跟圆头同一轮廓，实际筒围仍未知。
g0264	shoes	penny_loafers	unknown	unknown	flat	unknown	almond_toe_apron_seam_penny_band	plain	low	smooth_leather_look	ice_blue	iced,heir,loop	walking_comfort_unknown	ai_candidate	冰蓝杏仁头乐福配黑低跟，细围条车线及横带简洁；与白色和灰褐杏仁头乐福高度近似，冷色不构成全新款。
g0265	shoes	pointed_low_heel_boots	unknown	unknown	ankle	unknown	pointed_toe_side_zip_low_block_heel	plain	low	smooth_leather_look	charcoal	iced,loop,noir	walking_comfort_unknown	ai_candidate	炭灰尖头低跟踝靴侧拉链、靴面光整，脚尖锋利但跟不高；仅部分支持NOIR，不能凭深色等同高戏剧靴。
g0266	shoes	mary_jane_flats	unknown	unknown	flat	unknown	round_toe_single_buckle_strap	plain	low	smooth_leather_look	burgundy	heir,melt,film	walking_comfort_unknown	ai_candidate	酒红圆头玛丽珍有单横带金扣，与蓝黑圆头款接近；复古色可作偏好变化，但学院鞋型重复必须抑制。
g0267	shoes	retro_panel_trainers	unknown	unknown	low	unknown	lace_up_low_profile_lug_sole	panel_colorblock	low	mesh_suede_look	taupe,ivory	film,ease,loop	walking_comfort_unknown	ai_candidate	灰棕奶白拼片系带鞋底较薄、齿底可见，复古跑鞋轮廓区别厚底训练鞋；鞋面配色克制，性能未验证。
g0268	shoes	strap_slingbacks	unknown	unknown	low_heel	unknown	almond_toe_instep_strap_backstrap_block_heel	plain	low	smooth_leather_look	ivory	heir,melt,ease	walking_comfort_unknown	ai_candidate	乳白后绊鞋额外有横跨脚背细带，杏仁头及低粗跟，兼具玛丽珍与后绊结构；不是仅配色的新款。
g0269	shoes	plain_knee_boots	unknown	unknown	knee	unknown	round_toe_plain_shaft_low_block_heel	plain	low	smooth_leather_look	taupe	heir,loop,ease	shaft_fit_unknown	ai_candidate	灰褐光面圆头长靴、低方跟和素直筒，外侧无明显扣带装饰；与g0257形状接近，靴筒适脚性不可从图片保证。
g0270	bag	zip_shoulder_bag	unknown	unknown	unknown	soft_rectangular	zip_top_adjustable_single_strap	plain	low	smooth_leather_look	black	mute,loop,heir	capacity_unknown	ai_candidate	黑色扁长肩包，顶边轻弧、单根可调肩带、拉链头低调；经典低装饰，尺寸容量不能由无参照静物推断。
g0271	bag	draped_hobo	unknown	unknown	unknown	soft_crescent	zip_top_single_strap_soft_front	plain	low	soft_leather_look	charcoal	ease,mute,loop	capacity_unknown	ai_candidate	炭灰弧形软腋下包前面自然下垂起皱，单肩带及拉链简洁；与平整方肩包相比柔软垂感有实际区别。
g0272	bag	open_tote	unknown	unknown	unknown	flat_trapezoid	open_top_two_handles	plain	low	matte_leather_look	ivory	loop,mute,ease	capacity_unknown	ai_candidate	乳白开放式双提手托特，平面梯形包身无外露大五金；复用基础型，不因白色而当作人格标志款。
g0273	bag	crescent_shoulder_bag	unknown	unknown	unknown	soft_crescent	zip_top_adjustable_strap	plain	low	smooth_leather_look	ivory	ease,loop,mute	capacity_unknown	ai_candidate	乳白弧顶肩包有细可调肩带，包面平滑、整体扁弯；与g0285同类软半月包近似，应结合缝线再复核家族。
g0274	bag	flap_messenger	unknown	unknown	unknown	soft_rectangular	wide_webbing_strap_flap_side_pockets	plain	low	light_fabric	ice_blue	loop,ease,iced	capacity_unknown	ai_candidate	浅蓝布面邮差包有宽织带、圆角大盖和侧袋，轻量休闲结构；不同于同蓝皮面乐福包，色不应遮盖品类差异。
g0275	bag	gathered_shoulder_bag	unknown	unknown	unknown	soft_gathered	drawstring_top_single_strap	plain	low	soft_leather_look	navy	ease,melt,heir	capacity_unknown	ai_candidate	藏蓝抽褶口肩包，横宽包身、细抽绳和弧形单带产生柔软体积；是轻柔而非强硬NOIR语汇。
g0276	bag	drawstring_bucket	unknown	unknown	unknown	bucket	drawstring_top_handle_detachable_strap	plain	low	matte_leather_look	taupe	loop,ease,heir	capacity_unknown	ai_candidate	灰褐抽绳水桶包有短手柄及附加长背带，金属连接环少量可见；基础实用型，与其他色桶包应统一近似判断。
g0277	bag	drawstring_bucket	unknown	unknown	unknown	bucket	drawstring_top_single_strap	plain	low	matte_leather_look	ivory	ease,loop,heir	capacity_unknown	ai_candidate	乳白圆底抽绳桶包，单根肩带、软褶包口和细绳结清楚；与灰棕桶包大体相近，但少一条可见提手/背带。
g0278	bag	open_bucket_tote	unknown	unknown	unknown	bucket	open_top_two_long_handles_center_seam	plain	low	matte_leather_look	taupe	ease,loop,mute	capacity_unknown	ai_candidate	灰褐开放式桶状托特以两根长提手和前中缝为结构，没有抽绳口；相较抽绳桶包有开口差异，容量仍未知。
g0279	bag	soft_bucket_shoulder_bag	unknown	unknown	unknown	soft_bucket	single_strap_curved_opening_base_seam	plain	low	soft_leather_look	dusty_pink	melt,ease,loop	capacity_unknown	ai_candidate	灰粉软桶肩包顶边下垂、底部横缝，单带细环连接；温柔感由软量和色调共同构成，不只因粉色。
g0280	bag	zip_fabric_crossbody	unknown	unknown	unknown	soft_rectangular	wide_webbing_strap_zip_top	plain	low	fabric	steel_blue	loop,ease,iced	capacity_unknown	ai_candidate	钢蓝软布斜挎包有宽织带、顶拉链和前中拼线，没有大盖；与g0274邮差盖款同为休闲包但结构不同。
g0281	bag	drawstring_bucket	unknown	unknown	unknown	bucket	drawstring_top_handle_detachable_strap	plain	low	matte_leather_look	navy	heir,loop,ease	capacity_unknown	ai_candidate	藏蓝抽绳桶包附短柄与长带，轮廓、抽口和侧连接与灰褐版接近；属于明显颜色替换候选，不是新增包型。
g0282	bag	leather_flap_messenger	unknown	unknown	unknown	structured_rectangular	flap_center_tab_adjustable_strap	plain	low	smooth_leather_look	ivory	heir,loop,mute	capacity_unknown	ai_candidate	乳白翻盖邮差包前中竖搭片、细长可调背带，包体较方；与软布宽带邮差包的正式度和结构区别明显。
g0283	bag	draped_hobo	unknown	unknown	unknown	soft_crescent	single_strap_panel_seams	plain	low	soft_leather_look	brown	ease,film,wabi	capacity_unknown	ai_candidate	棕色软半月包有自然垂皱、斜侧拼缝和单带，包面不规则但没有故意破洞；自然感可支持WABI弱到中等证据。
g0284	bag	fabric_zip_tote	unknown	unknown	unknown	flat_trapezoid	two_handles_zip_detachable_strap	plain	low	canvas_look	sage,tan	loop,ease,wabi	capacity_unknown	ai_candidate	鼠尾草灰布面托特有双手柄、长斜背带和棕色拉链尾，结构简洁；浅旧感色不是独立复古剪裁证据。
g0285	bag	crescent_shoulder_bag	unknown	unknown	unknown	soft_crescent	zip_top_single_strap_center_seam	plain	low	soft_leather_look	ivory	ease,loop,mute	capacity_unknown	ai_candidate	乳白半月软肩包前中缝、细单带和拉链可见，与g0273相近；缝线和弧度有微差，不能据不同ID扩大包型数量。
g0286	bag	buckle_flap_messenger	unknown	unknown	unknown	soft_rectangular	wide_strap_flap_two_buckles	plain	low	canvas_look	black	loop,ease,void	capacity_unknown	ai_candidate	黑色布面邮差包宽带、大盖及两条扣带形成工具感；没有强烈装饰，VOID只取实用宽松语汇而非黑色本身。
g0287	bag	drawstring_bucket	unknown	unknown	unknown	bucket	drawstring_top_long_adjustable_strap	plain	low	matte_leather_look	charcoal	mute,loop,ease	capacity_unknown	ai_candidate	炭灰抽绳桶包仅见长可调背带、包底弧形，低五金；与藏蓝灰褐桶包主体轮廓重复，颜色不代表新款。
g0288	bag	structured_handbag	unknown	unknown	unknown	structured_trapezoid	two_short_handles_detachable_strap_center_seam	plain	low	matte_leather_look	dark_taupe	heir,mute,loop	capacity_unknown	ai_candidate	深灰褐梯形硬挺手提包双短柄、长背带及前中缝，正式度高于软半月包；表面无Logo或醒目五金。
g0289	bag	rectangular_shoulder_bag	unknown	unknown	unknown	soft_rectangular	zip_top_single_strap_center_seam	plain	low	soft_leather_look	ivory	loop,mute,ease	capacity_unknown	ai_candidate	乳白扁长肩包顶边轻弧而底边近直，前中缝及细带；比半月包略方，但同白素肩包仍会产生强近似体感。
g0290	bag	open_tote	unknown	unknown	unknown	flat_trapezoid	open_top_two_handles	plain	low	matte_leather_look	ice_blue	iced,loop,mute	capacity_unknown	ai_candidate	冰蓝素面双提手托特，梯形平包身和开放包口与乳白g0272接近；配色变化可以命中偏好，但不能当新包型。
g0291	hat	knit_beret	unknown	unknown	unknown	soft_round	rib_band_center_stem	plain	low	knit	navy	heir,film,melt	thermal_weight_unknown	ai_candidate	藏蓝针织贝雷帽有罗纹帽圈和顶端小柄，圆软帽身；针织表面区别呢毡款，保暖程度不能凭图保证。
g0292	hat	baseball_cap	unknown	unknown	unknown	structured_dome	six_panels_curved_brim_eyelets	plain	low	woven_cotton_look	oatmeal	loop,ease	unknown	ai_candidate	燕麦色六片棒球帽弧形帽檐、顶扣和透气孔清楚，无字标；运动休闲基础型，和其他颜色同型帽应统一去重。
g0293	hat	short_brim_bucket_hat	unknown	unknown	unknown	rounded_dome	continuous_short_down_brim	plain	low	knit	ivory	ease,melt,loop	unknown	ai_candidate	乳白针织短檐钟形帽，圆顶与短下弯环檐一体柔和；不同于有长前檐棒球帽，不能按同浅色合并。
g0294	hat	rib_beanie	unknown	unknown	unknown	close_dome	wide_folded_rib_cuff	plain	low	coarse_rib_knit	taupe	ease,loop,wabi	thermal_weight_unknown	ai_candidate	灰褐粗罗纹毛线帽有宽折边、贴圆顶，无额外图案；自然低彩针织可复用，不等于已确认寒冬保温。
g0295	hat	felt_beret	unknown	unknown	unknown	soft_round	narrow_band_center_stem	plain	low	soft_felt_look	dusty_pink	melt,film,heir	unknown	ai_candidate	灰粉软呢感贝雷帽窄帽圈和小顶柄，整体圆润；与浅蓝奶白同型款主要是色差，不能重复计数为多种帽型。
g0296	hat	felt_beret	unknown	unknown	unknown	soft_round	narrow_band_center_stem	plain	low	soft_felt_look	ice_blue	melt,iced,film	unknown	ai_candidate	冰蓝软毡感贝雷帽的圆软帽身、窄边和顶柄与灰粉版接近；冷色偏好可替换，帽型变化很小。
g0297	hat	newsboy_cap	unknown	unknown	unknown	full_dome	panel_crown_short_front_brim	plain	low	matte_woven	charcoal	film,heir,loop	unknown	ai_candidate	炭灰报童帽多片丰满顶、短前檐和帽圈形成复古帽型；这是不同于贝雷帽的明确檐部结构，不只颜色差。
g0298	hat	felt_beret	unknown	unknown	unknown	soft_round	narrow_band_center_stem	plain	low	soft_felt_look	ivory	melt,heir,film	unknown	ai_candidate	奶白贝雷帽顶柄、窄圈及柔软圆身与粉蓝款重复；明亮中性色适合复用，但不增加帽型丰富度。
g0299	hat	knit_beret	unknown	unknown	unknown	soft_round	rib_band_center_stem	plain	low	knit	brown	film,ease,heir	thermal_weight_unknown	ai_candidate	棕色针织贝雷帽罗纹圈和软垂圆顶，与藏蓝针织版结构很近；颜色变暖不会自动成为独立WABI表达。
g0300	hat	felt_fedora	unknown	unknown	unknown	creased_crown	pinched_crown_flat_brim_band	plain	low	felt_look	ivory	film,heir	unknown	ai_candidate	乳白礼帽有凹折顶、两侧捏角、平环檐和同色帽带，轮廓硬于贝雷；带边小红细节不足判定文字或品牌。
g0301	hat	felt_beret	unknown	unknown	unknown	soft_round	narrow_band_center_stem	plain	low	soft_felt_look	light_gray	film,mute,heir	unknown	ai_candidate	浅灰软贝雷帽有小柄和窄圈，与奶白g0298仅明度冷暖略变；应作近似家族而非不同风格帽。
g0302	hat	baseball_cap	unknown	unknown	unknown	structured_dome	six_panels_curved_brim_eyelets	plain	low	woven_cotton_look	charcoal	loop,ease	unknown	ai_candidate	炭灰六片棒球帽顶扣、弧檐和小孔，与燕麦g0292相同基础帽型；深色不意味着先锋设计。
g0303	hat	short_brim_bucket_hat	unknown	unknown	unknown	rounded_dome	panel_crown_short_down_brim	plain	low	denim_look	navy	loop,film,ease	unknown	ai_candidate	藏蓝短檐渔夫帽有丹宁感拼线和下折环檐，表面比奶白针织钟帽硬；不同材质观感需保留，不靠帽色猜面料成分。
g0304	scarf	light_rectangular_scarf	unknown	unknown	long	fluid	fine_edge_translucent_fold	plain	low	sheer_woven	ice_blue	flou,iced,ease	thermal_weight_unknown	ai_candidate	冰蓝长薄围巾边缘窄滚、折层有透光感，围颈后两端尖折垂下；不能把轻纱款当厚保暖围巾。
g0305	scarf	fine_fringe_scarf	unknown	unknown	long	fluid	short_frayed_ends	plain	low	fine_woven	taupe	wabi,ease,film	thermal_weight_unknown	ai_candidate	灰褐长薄围巾布纹松、末端细毛边，垂感自然；朴素织物支持自然方向但实际纤维及保温未知。
g0306	scarf	fringed_warm_scarf	unknown	unknown	long	soft	long_straight_fringe	plain	low	soft_wool_look	ice_blue	iced,ease,melt	thermal_weight_unknown	ai_candidate	浅蓝长围巾布面较密、末端长直流苏，折层厚于g0304薄纱；外观有暖感，不声称具体保暖性能。
g0307	scarf	fringed_knit_scarf	unknown	unknown	long	soft	long_fringe	plain	low	knit	navy	heir,ease,loop	thermal_weight_unknown	ai_candidate	藏蓝长针织围巾纹理和长流苏明确，低图案适合基础搭配；不是因暗色就可表达NOIR锐利结构。
g0308	scarf	border_square_scarf	unknown	unknown	short	fluid	knotted_square_border	border	low	satin_look	ivory,taupe	heir,film,iced	unknown	ai_candidate	奶白灰褐宽边小方巾以颈前打结展示，表面缎光、边框清楚，无可见字图；经典配饰不能单独承担整套人格。
g0309	scarf	light_rectangular_scarf	unknown	unknown	long	fluid	fine_edge_translucent_fold	plain	low	sheer_woven	pale_peach	flou,melt,ease	thermal_weight_unknown	ai_candidate	浅桃粉薄长巾叠层透光、窄边轻盈，与冰蓝薄长巾结构高度接近；只是暖冷色替换，不当新围巾款式。
g0310	scarf	plain_square_scarf	unknown	unknown	short	fluid	folded_square_pointed_ends	plain	low	satin_look	taupe	heir,film,ease	unknown	ai_candidate	灰褐缎光方巾围颈后两角下垂，边缘简洁无明显宽框；与撞色边方巾有图案差异但同为经典小方巾。
g0311	scarf	knit_triangle_scarf	unknown	unknown	medium	soft	pointed_triangle_ends	plain	low	fine_knit	dusty_pink	melt,ease,film	thermal_weight_unknown	ai_candidate	灰粉针织围巾末端呈三角尖角、无长流苏，织纹和厚软折层可见；比薄纱围巾更暖感，实际材质未知。
g0312	scarf	border_neck_scarf	unknown	unknown	short	fluid	narrow_fold_knot_pointed_ends	border	low	satin_look	ice_blue,navy	iced,heir,film	unknown	ai_candidate	浅蓝藏蓝边颈巾以窄折结展示，长尖尾和冷色边框清楚；有经典装饰感，不据配件色把整套高判ICED。
