token	category	subcategory	neckline	sleeve	length	volume	construction	pattern	decoration	material_appearance	main_colors	visual_personas	usage_limits	status	evidence
g0173	bottom	straight_jeans	unknown	unknown	full	straight	five_pockets_belt_loops_fly	washed	low	denim	washed_blue	loop,ease,film	unknown	ai_candidate	中浅洗蓝五袋直筒牛仔，大腿渐淡但无破洞，宽量接近g0161；优先纳入直筒牛仔近似复核，不把细小洗水当新款。
g0174	bottom	wide_pressed_trousers	unknown	unknown	full	wide	concealed_fly_belt_loops_crease	plain	low	matte_tailoring	charcoal	mute,loop,noir	unknown	ai_candidate	深炭灰阔腿中线西裤，腰头平整、腿身笔直且下摆宽；可支撑暗色长线，但单品本身装饰和结构强度较低。
g0175	bottom	wide_pleated_trousers	unknown	unknown	full	wide	front_pleats_button_waist	plain	low	matte_tailoring	gray	loop,mute,heir	unknown	ai_candidate	中灰前褶宽裤，大腿至裤脚呈宽直略外扩，裤脚无g0159的明显翻边；存在细节差别但大轮廓相似。
g0176	bottom	pleated_tapered_trousers	unknown	unknown	ankle	tapered	front_pleats_belt_loops_button	plain	low	matte_woven	ivory	ease,loop,heir	unknown	ai_candidate	奶油色前褶锥裤与g0170非常接近，腰头和窄脚比例均类似；两件并不应在连续推荐中被当作明显不同下装。
g0177	bottom	wide_cropped_trousers	unknown	unknown	cropped	wide	slant_pockets_button_waist	plain	low	matte_cotton_look	ivory	ease,loop,heir	unknown	ai_candidate	浅奶白宽短裤腿、斜袋及纽扣腰头，长宽比明显短于全长西裤；可提供露踝宽裤比例，具体上身长度仍需真人参照。
g0178	bottom	straight_pressed_trousers	unknown	unknown	ankle	straight	concealed_fly_belt_loops_crease	plain	low	matte_tailoring	blue_gray	iced,loop,mute	unknown	ai_candidate	蓝灰平腰中线直裤，细直裤腿和低装饰与g0160/g0166同方向；主要区别在蓝色而非裤型。
g0179	bottom	straight_jeans	unknown	unknown	full	straight	five_pockets_belt_loops_fly	washed	low	denim	medium_blue	film,loop,ease	unknown	ai_candidate	中蓝五袋直筒牛仔，大腿洗水较强而下腿较深，未见破洞或附加拼片；可区别明度，但基础轮廓仍重复。
g0180	bottom	wide_pressed_trousers	unknown	unknown	full	wide	concealed_fly_belt_loops_crease	plain	low	matte_tailoring	oatmeal	ease,heir,loop	unknown	ai_candidate	浅燕麦宽直中线裤，平整腰头和偏宽脚口，清淡自然但没有复杂纹理；与浅灰冰蓝同型款作近似候选。
g0181	bottom	fluid_wide_trousers	unknown	unknown	full	wide	front_pleats_concealed_fly	plain	low	fluid_woven	ivory	ease,flou,loop	unknown	ai_candidate	乳白前褶长阔腿在脚口形成柔软折垂，表面比硬挺西裤更流动；层次变化来自垂感，而不是白色自身。
g0182	bottom	straight_pressed_trousers	unknown	unknown	ankle	straight	concealed_fly_belt_loops_crease	plain	low	matte_tailoring	dark_taupe	mute,loop,heir	unknown	ai_candidate	深灰棕直筒中线裤，裤腿细直、腰头无装饰，接近g0166的更深配色；需抑制同型灰棕裤连续出现。
g0183	bottom	wide_cropped_trousers	unknown	unknown	cropped	wide	front_pleats_concealed_fly	plain	low	fluid_woven	ice_blue	iced,ease,loop	unknown	ai_candidate	冰蓝宽短裤有腰褶和柔软下摆折线，整体长宽比短阔；能提供不同裤长，但不应与全长阔腿只按颜色区分。
g0184	bottom	straight_pressed_trousers	unknown	unknown	ankle	straight	concealed_fly_belt_loops_crease	plain	low	matte_tailoring	steel_blue	iced,loop,mute	unknown	ai_candidate	钢蓝中线直裤，平腰、窄直脚口与g0178近似，明度略深；需连同同结构蓝灰裤做家族复核。
g0185	bottom	straight_jeans	unknown	unknown	full	straight	five_pockets_belt_loops_fly	washed	low	denim	washed_blue	loop,ease,film	unknown	ai_candidate	洗蓝五袋直筒牛仔，腿部中间泛白、侧边较深，未见新拼接或新裤脚结构；与g0161/g0173接近而非明显新款。
g0186	skirt	a_line_skirt	unknown	unknown	midi	a_line	belt_loops_button_waist_front_seam	plain	low	matte_cotton_look	ivory	ease,heir,loop	unknown	ai_candidate	奶白A形中裙有纽扣腰头、腰袢和前中缝，裙摆自然展开而无叠层；结构清楚，可区别裤装但并非个性强款。
g0187	skirt	pencil_skirt	unknown	unknown	midi	straight	belt_loops_front_center_seam	plain	low	matte_tailoring	taupe	mute,heir,loop	walking_slit_unknown	ai_candidate	灰棕铅笔中裙窄直且腰头带袢，前中线连续到下摆；背部开衩不可见，不能确认步幅，仅记录行走结构未知。
g0188	skirt	wrap_draped_skirt	unknown	unknown	midi	soft_a	asymmetric_wrap_hip_drape	plain	low	soft_satin_look	ivory	flou,melt,iced	wrap_coverage_unverified	ai_candidate	乳白裹片裙在单侧髋部收褶，斜向垂线与错落裙片可见，微光表面柔软；裹片活动覆盖不能从静物图保证。
g0189	skirt	pleated_skirt	unknown	unknown	midi	a_line	regular_box_pleats_flat_waist	plain	low	matte_woven	navy	heir,loop,melt	unknown	ai_candidate	藏蓝中长百褶裙，规则宽褶从平腰向下展开，整洁学院语汇明显；区别于包臀和柔软裹片，但同裙换鞋不算新主结构。
g0190	skirt	front_slit_skirt	unknown	unknown	midi	a_line	belt_loops_fly_center_slit	plain	low	denim_look	charcoal	loop,mute,edge	unknown	ai_candidate	炭灰A形裙有牛仔式门襟与腰袢，前中短开衩明确可见；比无开衩铅笔裙多活动结构，仍为低装饰基础款。
g0191	skirt	tiered_skirt	unknown	unknown	midi	a_line	elastic_waist_three_tiers	plain	medium	soft_woven	charcoal	flou,melt,ease	unknown	ai_candidate	炭灰三层叠片裙，松紧腰与每层扩摆形成柔软体积；深色并不等于NOIR，主要证据是层叠和流动裙摆。
g0192	skirt	inverted_pleat_skirt	unknown	unknown	midi	a_line	belt_loops_button_center_inverted_pleat	plain	low	matte_woven	navy	heir,loop,mute	unknown	ai_candidate	藏蓝中裙带腰袢和纽扣，前中大倒褶形成干净A形而非满幅细褶；可与g0189区别褶量，仍应控制同色学院裙集中。
