token	category	subcategory	neckline	sleeve	length	volume	construction	pattern	decoration	material_appearance	main_colors	visual_personas	usage_limits	status	evidence
g0011	outer	double_breasted_blazer	notch_lapel	long	hip	fitted	double_breasted_gold_buttons	solid	medium	woven	navy	 heir	unknown	ai_candidate	藏蓝收腰双排扣西装，清楚驳领、袋盖、金色圆扣，经典正式比例比普通深色衬衫更支持 HEIR。
g0012	top	polo_knit	polo	short	regular	fitted	short_button_placket	solid	low	fine_knit	navy	heir,mute	unknown	ai_candidate	藏蓝短袖 Polo 针织，贴合衣身、罗纹下摆和小纽扣，经典运动休闲领型清楚。
g0013	bottom	pleated_trousers	unknown	unknown	long	wide	multiple_front_pleats	solid	low	woven	navy	heir,mute,loop	unknown	ai_candidate	藏蓝高腰多褶阔腿裤，宽长管型和纵褶表现经典西裤结构；与 g0003 属需比对的近似裤型候选。
g0014	shoes	riding_boot	unknown	unknown	knee_high	unknown	shaft_buckle_low_heel	solid	low	smooth_leather_look	burgundy_brown	heir,film	single_shoe_view	ai_candidate	酒棕单只及膝骑士靴，直筒、外侧带扣和低方跟，轮廓完整；是单靴展示而非裁切。
g0015	bag	structured_handbag	unknown	unknown	unknown	structured	top_handle_turn_lock	solid	medium	smooth_leather_look	burgundy	heir,bolt	unknown	ai_candidate	酒红梯形硬挺手提包，小金色锁扣、窄带与垂牌为中等装饰，正式度高于软托特。
g0016	top	relaxed_shirt	point_collar	rolled_long	long	loose	drop_shoulder_chest_pocket	solid	low	linen_look	 oatmeal	ease,wabi	unknown	ai_candidate	燕麦色宽松长衬衫，落肩、卷袖、胸贴袋与后长弧摆，天然褶皱观感支持松弛日常。
g0017	outer	cardigan	v_neck	long	regular	soft_fitted	button_front_patch_pockets	solid	low	soft_knit	oatmeal	ease,melt	unknown	ai_candidate	燕麦 V 领开衫，圆润蓬袖、窄罗纹袖口和两贴袋；按开襟针织外搭归 outer，上身微收而非硬肩西装。
g0018	bottom	wide_trousers	unknown	unknown	long	wide	pleated_waist	solid	low	linen_look	cream	ease,wabi,loop	unknown	ai_candidate	奶油米色高腰宽长裤，腰褶清楚、裤脚自然堆垂，粗织感与硬挺黑西裤不同。
g0019	bag	hobo	unknown	unknown	unknown	soft	crescent_body_single_strap	solid	low	soft_leather_look	caramel	ease,film	unknown	ai_candidate	焦糖软月牙包，单肩带、自然塌褶，没有额外挂饰；通过软体积支持松弛感。
g0020	shoes	slingback_flat	unknown	unknown	unknown	unknown	almond_toe_low_heel	solid	low	suede_look	olive_taupe	ease,film	unknown	ai_candidate	橄榄灰褐后空低跟鞋，杏圆头和细后带，绒面观感、无醒目五金，日常易用。
g0021	outer	cardigan	v_neck	long	cropped	soft_loose	cable_trim_patch_pockets	solid	medium	fuzzy_knit	pale_pink	melt	avoid_extra_bows	ai_candidate	浅粉短开衫有柔绒、门襟绞花、蓬袖与贴袋；按开襟针织外搭归 outer，圆润短比例而非仅浅色支持 MELT。
g0022	top	collared_cardigan	peter_pan	long	cropped	loose	gathered_yoke_button_front	solid	medium	textured_knit	cream	melt	avoid_childlike_accessory_stack	ai_candidate	奶油娃娃领开衫，前胸抽褶、圆领缘与灯笼袖带来幼态倾向，成套应减少蝴蝶结堆叠。
g0023	skirt	knit_a_skirt	unknown	unknown	short	a_line	elastic_drawstring_patch_pockets	color_block	medium	boucle_knit	cream,pale_pink	melt	avoid_childlike_accessory_stack	ai_candidate	奶油粉 A 字短针织裙，粉侧片、圆绒球抽绳、圆贴袋；可作甜味焦点但非极简基础裙。
g0024	shoes	mary_jane	unknown	unknown	unknown	unknown	round_toe_strap_lace_up	color_block	medium	boucle_canvas_look	cream,pale_pink	melt	avoid_childlike_accessory_stack	ai_candidate	米白粉色圆头玛丽珍运动混合鞋，横带、系带蝴蝶结与厚平底，柔软童趣强于正式感。
g0025	bag	soft_shoulder_bag	unknown	unknown	unknown	soft	gathered_panels_padded_handle	color_block	medium	boucle_corduroy_look	cream,pale_pink	melt	avoid_matching_every_item	ai_candidate	米白与浅粉分片软包、绒球坠和填充弯柄，与 g0023/24 母题重复，整套全用会过度主题化。
g0026	outer	utility_jacket	soft_lapel	rolled_long	hip	oversized	layered_hem_patch_pockets	patchwork	medium	washed_canvas_linen_look	gray_brown,olive	wabi,void	pair_with_simple_inner	ai_candidate	灰褐工装夹克，松肩、多个拼接袋、错层下摆及磨边，宽茧体积明确；做旧不独占 WABI。
g0027	top	patchwork_shirt	point_collar	rolled_long	asymmetric_long	oversized	asymmetric_panels_patch_pocket	patchwork	medium	washed_linen_look	gray_brown,olive,cream	wabi,void	avoid_all_over_ragged_layers	ai_candidate	灰褐米色拼片衬衫，极宽落肩、错位下摆、大异色贴袋，手作解构强于整洁通勤。
g0028	bottom	layered_harem_trousers	unknown	unknown	long	balloon	wrap_panels_drawstring_ankles	patchwork	 high	washed_linen_look	gray_brown,olive	wabi,void,oops	statement_bottom;avoid_busy_top	ai_candidate	灰褐宽灯笼裤外叠长裹片与袋片，收脚抽绳让下部体积明显，不能与普通阔腿裤算同轮廓。
g0029	bag	patchwork_hobo	unknown	unknown	unknown	soft	draped_panels_patch_pocket	patchwork	medium	coarse_woven	gray_brown,olive,cream	wabi,void	avoid_matching_every_item	ai_candidate	大软包由灰褐橄榄米色布片垂叠，小侧袋与粗织纹清楚；与 g0026–28 重复拼片母题。
g0030	shoes	soft_patchwork_flat	unknown	unknown	unknown	unknown	cross_panels_tie_closure	patchwork	medium	canvas_suede_look	gray_brown,olive	wabi,void	casual_only	ai_candidate	灰褐布感平底软鞋，交叠拼片和小系绳、低薄底，舒适手作感而非正式皮鞋。
g0031	skirt	floral_wrap_skirt	unknown	unknown	maxi	a_line	asymmetric_ruffled_layers	floral	 high	sheer_satin	cream,pale_pink,sage	flou	statement_bottom	ai_candidate	浅粉米白鼠尾草花卉长裹裙，多层斜摆、系带与花边，流动但已经是较强装饰下装。
g0032	top	sheer_ruffle_blouse	v_neck	wide_long	asymmetric	loose	tie_front_cascading_ruffles	floral	 high	sheer	cream,pale_pink,sage	flou	opaque_inner_layer_required	ai_candidate	浅花薄纱罩衫，宽袖、不规则荷叶边与系带；透明前身需内搭，不能把同款花裙叠上就算日常。
g0033	dress	floral_slip_dress	cowl	straps	maxi	fitted_to_flared	bias_drape_ruffle_hem	floral	medium	sheer_satin	cream,pale_pink,sage	flou	social_or_warm_weather	ai_candidate	细吊带垂领花卉长裙，收腰、斜向流线与渐扩摆，浪漫语汇清楚，适合暖季或社交。
g0034	shoes	decorated_slingback	unknown	unknown	unknown	unknown	pointed_toe_heel_bow	solid	 high	satin_sheer	cream,pale_pink,sage	flou	formal_or_social	ai_candidate	尖头后空细跟鞋，薄纱蝴蝶结、花饰与珠链同时出现，适合作为一处精巧焦点而非基础鞋。
g0035	bag	draped_floral_bag	unknown	unknown	unknown	soft	layered_ruffles_pearl_chain	floral	 high	sheer_satin	pale_pink,sage,cream	flou	avoid_matching_every_item	ai_candidate	粉绿薄纱垂褶包有大花饰、珠串和飘带，装饰密度高；整套再配 g0031/32/34 易显影楼化。
g0036	outer	colorblock_bomber	stand_collar	balloon_long	cropped	oversized	zip_front_elastic_cuffs	color_block	 high	glossy_nylon_mesh	cobalt,orange,lime,hot_pink	neon,oops	statement_outer;simple_inner	ai_candidate	蓝橙酸绿亮粉短夹克，巨型袖体积、拉链与拼色切分，短长反差和科技亮面是主视觉依据。
g0037	bottom	colorblock_cargo	unknown	unknown	long	wide_asymmetric	multiple_cargo_panels_straps	color_block	 high	glossy_nylon_mesh	cobalt,orange,lime,hot_pink	neon,oops	statement_bottom;simple_top	ai_candidate	高彩多袋拼接长裤，两腿体积和分片不对称、垂带与收口多；已足够支撑实验主视觉。
g0038	top	cutout_balloon_top	high_neck	balloon_long	cropped	fitted_body_wide_sleeves	asymmetric_cutouts_zip_panels	color_block	 high	glossy_stretch_mesh	cobalt,orange,lime,hot_pink	neon,oops	wide_sleeves_need_outer_fit_check	ai_candidate	钴蓝高领短上衣，胸口切口与异色拉链、超大泡袖、长紧袖口，穿进修身外套的袖量不能默认成立。
g0039	shoes	chunky_sneakers	unknown	unknown	unknown	unknown	lace_up_sculpted_sole	color_block	 high	mesh_synthetic	cobalt,orange,lime,hot_pink	neon,oops	avoid_all_over_high_saturation	ai_candidate	蓝橙粉绿厚底运动鞋，大波浪鞋底、荧光鞋带与多层鞋面，鞋自身已是强焦点。
g0040	bag	utility_colorblock_bag	unknown	unknown	unknown	soft_structured	multiple_pockets_carabiners_straps	color_block	 high	glossy_nylon_mesh	cobalt,orange,lime,hot_pink	neon,oops	avoid_matching_every_item	ai_candidate	高彩肩包多袋、扣环、长带和网眼并置；与同组衣裤鞋全搭会强化主题服而非轻探索。
g0041	outer	cropped_biker_jacket	biker_lapel	long	cropped	fitted	asymmetric_zip_epaulettes	solid	medium	leather_look	black	 edge,noir	unknown	ai_candidate	黑短机车夹克，斜拉链、肩袢、粉色窄滚边，利落腰线与少量甜色比纯黑更支持 EDGE。
g0042	bottom	layered_cargo_jeans	unknown	unknown	long	wide	denim_tulle_panels_cargo_pockets	patchwork	 high	denim_tulle_leather_look	black,washed_blue,pale_pink	 edge,oops	statement_bottom	ai_candidate	黑灰丹宁阔腿裤叠粉纱、腰部小皮裙与多袋垂带，甜酷层次强，不能当作普通牛仔裤。
g0043	shoes	platform_sneakers	unknown	unknown	unknown	unknown	lace_up_buckles_platform	patchwork	 high	mesh_leather_look	black,pale_pink,silver	 edge	avoid_full_matching_costume	ai_candidate	黑粉厚底鞋含扣带、金属孔和多层材质，与 g0042/44 同母题；适合作为一处甜酷配件。
g0044	bag	patchwork_buckle_shoulder_bag	unknown	unknown	unknown	soft	belt_chain_ribbon_panels	patchwork	 high	denim_leather_tulle	black,washed_blue,pale_pink	 edge,oops	avoid_matching_every_item	ai_candidate	黑粉丹宁肩包有皮带、大扣、链条与粉纱飘片，五金和层片繁复，不是中性百搭包。
g0045	top	corset_top	sweetheart	straps	cropped	fitted	boning_lacing_belt	color_block	 high	leather_look_tulle	black,pale_pink	 edge	inner_or_social;avoid_multiple_focal_items	ai_candidate	黑束身短上衣拼粉色抽纱胸片，骨线、侧绑带和腰带突出腰胸结构，属于甜酷焦点。
g0046	outer	embroidered_peplum_jacket	round_neck	puff_long	cropped_hip	waisted	contrast_trim_peplum_pockets	floral_embroidery	 high	tweed_look	cream,burgundy	bolt	formal_or_statement;simple_bottom	ai_candidate	奶油酒红花绣短外套，泡肩、收腰小摆、对比滚边和口袋蝴蝶结，贵族戏剧感强，非基础小香款。
g0047	outer	embroidered_cape	fur_trim_collar	cape	mid_thigh	flared	cape_front_bow	floral_embroidery	 high	wool_look_fur_trim	cream,burgundy	bolt	formal_or_cold_weather	ai_candidate	奶油披肩外套，绒边大领、酒红长结带、绣花和扇形外摆；寒季礼仪装饰语境强。
g0048	dress	ornate_puff_dress	square	puff_long	knee	fit_and_flare	corset_waist_tiered_lace	floral_embroidery	 high	velvet_tweed_lace_look	burgundy,cream	bolt	costume_like;not_default_daily	ai_candidate	酒红奶油束腰裙有巨泡袖、胸腰大结、花绣与层层蕾丝裙摆；接近戏剧服，不能当日常典型。
g0049	bag	ornate_top_handle_bag	unknown	unknown	unknown	structured	gem_clasp_side_bows	floral_embroidery	 high	tweed_velvet_look	cream,burgundy	bolt	formal;avoid_matching_every_item	ai_candidate	奶油花绣手提包，酒红丝绒观感侧结与宝石锁扣，装饰密度与同组礼服高度重复。
g0050	shoes	bow_stiletto	unknown	unknown	unknown	unknown	pointed_toe_ankle_bow	embroidered_floral	 high	velvet_tweed_look	cream,burgundy	bolt	formal_or_social	ai_candidate	酒红拼奶油尖头高跟，脚踝巨大蝴蝶结和垂珠、鞋面花绣，强礼仪用途而非日常低跟。
g0051	outer	retro_patchwork_jacket	point_collar	long	cropped	boxy	zip_front_patch_pockets	patchwork	medium	denim_corduroy_look	washed_blue,tobacco	film,wabi	unknown	ai_candidate	褪色蓝与烟草棕短夹克，灯芯绒观感翻领、胸袋和弹力下摆，复古工作服短箱形比例明确。
g0052	top	floral_patchwork_shirt	point_collar	long	regular	loose	contrast_panels_chest_pocket	floral_patchwork	medium	washed_woven	washed_blue,tobacco,cream	film,wabi	pair_with_simple_bottom	ai_candidate	蓝灰棕米色花衬衫，领襟口袋深色拼片、旧花纹面积大；支持复古而非仅做旧色。
g0053	top	retro_waisted_blouse	scoop_tie	balloon_long	cropped_hip	waisted	button_front_pointed_hem	patchwork	medium	denim_corduroy_look	washed_blue,tobacco	film	unknown	ai_candidate	蓝丹宁观感收腰上衣，大圆领系绳、棕色袖片和尖形短摆，灯笼袖与腰线比宽松衬衫更复古。
g0054	bag	retro_messenger	unknown	unknown	unknown	soft_structured	flap_double_front_pockets	patchwork	medium	denim_suede_leather_look	washed_blue,tobacco	film	casual;not_formal_gown	ai_candidate	棕色旧感双袋邮差包，蓝丹宁翻盖与宽肩带，明确日常复古语境，不能无条件配礼服。
g0055	shoes	retro_sneakers	unknown	unknown	unknown	unknown	lace_up_low_rubber_sole	patchwork	medium	suede_mesh_look	tobacco,washed_blue,cream	film,ease	casual	ai_candidate	棕褪蓝拼接复古运动鞋，米色鞋带、薄齿橡胶底、圆头，运动生活化而非优雅晚宴。
g0056	top	stand_collar_blouse	stand_collar	balloon_long	regular	waisted	concealed_placket_red_button	solid	low	soft_woven	ivory	jade	unknown	ai_candidate	米白立领长上衣，简洁暗襟、单颗红扣、束袖和轻收腰，东方线索在领襟而非外加图案。
g0057	outer	wrap_jacket	cross_v	wide_long	hip	straight	contrast_cross_front_cuffs	botanical_jacquard	medium	jacquard_look	black,ivory,burgundy	jade	avoid_costume_like_full_matching	ai_candidate	黑色斜襟外套，米白交领边和宽袖口、暗花与红系带，东方结构清楚，但整组叠搭易传统服装化。
g0058	bottom	wrap_panel_trousers	unknown	unknown	long	wide	asymmetric_wrap_panels	botanical_jacquard	medium	soft_woven_jacquard	sage,ivory	jade	statement_bottom	ai_candidate	鼠尾草绿米白宽裤外挂斜向裹片、红细系带与暗花，纵向宽长比例结合交叠结构。
g0059	accessory	scarf	unknown	unknown	unknown	soft	ring_fastened_scarf	botanical	medium	silk_look	ivory,black,sage,burgundy	jade	accessory_not_primary_persona_proof	ai_candidate	米白黑绿植物纹长小巾，以环扣和红坠带固定；是围巾式配饰，不是单独胸针，不能独自证明整套东方风格。
g0060	bag	wrap_panel_hobo	unknown	unknown	unknown	soft	crossed_panels_jade_like_clasp	botanical_jacquard	medium	woven_jacquard	black,ivory,sage	jade	accessory_not_primary_persona_proof	ai_candidate	黑米白绿交叠布感肩包，圆玉感扣与红穗，母题清楚但整套人格不能只靠此包获得。
g0061	outer	modular_blazer	notch_lapel	long	hip	waisted	belt_asymmetric_flap_panels	solid	medium	woven	gray_taupe	loop	unknown	ai_candidate	灰褐西装有腰带、错层袋盖和可调袖袢，完成度整洁，模块变化并未变成破碎拼布。
g0062	top	wrap_panel_shirt	point_collar	rolled_long	long	waisted	contrast_wrap_tie_panel	color_block	medium	woven	white,gray	loop,jade	unknown	ai_candidate	白衬衫主体叠灰色斜裹片与腰间系结，常规领袖和一处模块形成明确可变结构。
g0063	bottom	modular_trousers	unknown	unknown	long	balloon_wide	asymmetric_cargo_wrap_panels	solid	 high	woven	stone_gray	loop,oops	statement_bottom;simple_top	ai_candidate	浅石灰裤外挂多层斜片、垂带和袋片，裤脚松收；干净配色不能消除解构复杂度。
g0064	outer	reversible_bomber	stand_collar	long	hip	loose	contrast_reversible_panels_zip	color_block	medium	matte_nylon_look	ivory,olive	loop,ease	unknown	ai_candidate	米白橄榄双面感立领夹克，左右拼色、宽袋与弹力袖口下摆，轮廓整洁可组合。
g0065	accessory	modular_scarf	unknown	unknown	unknown	soft	ring_mixed_length_panels_chain	color_block	medium	woven_knit	ivory,gray,steel_blue	loop	avoid_competing_neckline	ai_candidate	灰米白蓝多材质条片小巾，以金属环和细坠链集中固定，领口焦点明确，复杂领型上可能过量。
g0066	outer	long_trench	sharp_lapel	long	maxi	waisted	belt_double_breasted_long_panels	solid	medium	glossy_leather_look	black	noir	cold_weather;avoid_soft_sweet_stack	ai_candidate	黑亮皮观感长风衣，尖驳领、强肩、腰带与长开衩前片，暗黑依据是锐利材质与纵线而非黑色本身。
g0067	outer	pointed_blazer	sharp_lapel	long	asymmetric_long	waisted	angular_peplum_panels	solid	medium	woven_leather_look	black	noir	statement_outer	ai_candidate	黑强肩收腰西装，锐角叠驳领、尖片袋盖和燕尾式长摆，明显比普通通勤西装更锋利。
g0068	bottom	panel_trousers	unknown	unknown	long	straight	asymmetric_angular_overlays	solid	medium	matte_woven	black	noir,loop	unknown	ai_candidate	黑直长裤有高低错开的锐角罩片，主体干净、下摆窄长，解构程度较 g0063 更克制。
g0069	shoes	pointed_knee_boots	unknown	unknown	knee_high	unknown	pointed_shaft_stiletto	solid	medium	leather_look	black	noir	sharp_heel;not_active_travel	ai_candidate	黑成双及膝尖头细高跟靴，筒口锐角和收紧踝线，强锐感清楚，不应标为运动旅行鞋。
g0070	bag	angular_shoulder_bag	unknown	unknown	unknown	structured	folded_wing_panels_buckle	solid	medium	leather_look	black	noir	unknown	ai_candidate	黑长扁肩包，侧翼尖折片、窄扣带和长柄，造型角度与 NOIR 尖长轮廓呼应。
g0071	top	patchwork_hoodie	hood	long	long	oversized	layered_frayed_hem_kangaroo_pocket	patchwork	medium	washed_sweatshirt	charcoal,taupe,washed_blue	void,wabi	casual;avoid_total_ragged_stack	ai_candidate	灰褐蓝宽大卫衣，落肩、长袖、毛边错层下摆和大袋，包裹舒适是核心，不能用做旧替代比例判断。
g0072	top	layered_shirt	point_collar	long	asymmetric_long	loose	layered_plackets_ribbed_cuffs	patchwork	 high	washed_woven_knit	charcoal,taupe,washed_blue	void,film,wabi	statement_layer;simple_bottom	ai_candidate	灰褐蓝叠层衬衫同时出现多襟、领片、针织袖口和错位下摆；层次繁复，需避免再叠同样复杂的外套。
