token	category	subcategory	neckline	sleeve	length	volume	construction	pattern	decoration	material_appearance	main_colors	visual_personas	usage_limits	status	evidence
g0516	bag	curved_patch_soft_tote	unknown	unknown	unknown	slouchy_rounded	arched_brown_base_long_handles_side_panels	colorblock	low	canvas_leather_look	ivory,brown,olive	ease,wabi,loop	capacity_unknown	ai_candidate	乳白柔软大弧面托特、棕弯底与长提手、橄榄侧片。安静自然色块比大量毛边层包克制，未知真实尺寸容量。
g0517	bag	soft_pastel_rounded_hobo	unknown	unknown	unknown	rounded_pouch	padded_handle_curved_patch_panels_gathered_base	colorblock	medium	fleece_rib_knit_look	ivory,pale_pink	melt,ease	capacity_unknown	ai_candidate	奶油粉色圆软包有毛绒中央片、粉罗纹侧片和微收褶包底，肩带也柔软。圆软材质是MELT证据，不单按粉色。
g0518	bag	angular_drape_natural_hobo	unknown	unknown	unknown	slouchy_irregular	wide_straps_overlapping_triangular_flaps_tassel	tonal_patchwork	medium	coarse_woven_suede_look	taupe,olive,brown	wabi,void,ease	capacity_unknown	ai_candidate	褐橄榄自然织感软包，前幅灰三角片不对称下垂、侧圆珠绳。垂坠与自然结构支持WABI，区别破坏丹宁重层包。
g0519	bag	floral_chiffon_draped_hobo	unknown	unknown	unknown	soft_rounded	layered_sheer_swags_side_bows_narrow_strap	floral	 high	chiffon_lace_look	pale_pink,sage,ivory	flou,melt	capacity_unknown	ai_candidate	粉绿奶油花纱多层弧垂软包，蕾丝与两侧小蝴蝶结，细肩带。轻流动层次明确，叠同样繁复服装需注意焦点。
g0520	bag	bright_utility_messenger	unknown	unknown	unknown	wide_rounded	flap_zips_multiple_pouches_wide_buckle_strap	colorblock	 high	gloss_nylon_mesh_look	cobalt,orange,hot_pink,lime	neon,oops	capacity_unknown	ai_candidate	亮蓝翻盖信使包配橙粉绿多袋、宽织带与荧色扣件，运动工具结构和高彩同时存在。不是普通包上只加亮色挂件。
g0521	bag	lace_denim_buckle_bucket	unknown	unknown	unknown	rounded_bucket	drawstring_top_belt_chain_lace_layers	patchwork	 high	leather_denim_lace_look	black,washed_blue,pale_pink	edge,oops	capacity_unknown	ai_candidate	黑抽绳桶身上叠洗蓝毛边、粉蕾丝与扣带银链，带金属吊坠。甜酷硬软矛盾充分，搭配需避免与同样繁复上下装全套堆叠。
g0522	bag	ornate_bow_top_handle_satchel	unknown	unknown	unknown	structured_trapezoid	large_velvet_bow_clasp_short_handle_chain_strap	floral_trim	 high	tweed_velvet_leather_look	ivory,burgundy,gold	bolt,heir	occasion_only;capacity_unknown	ai_candidate	奶油粗花呢感梯形包配巨大酒红绒蝴蝶结、金扣与花边翻盖，短提手链肩带。偏仪式古典，不作为通用日常基础容量款。
g0523	bag	washed_panel_soft_hobo	unknown	unknown	unknown	slouchy_rounded	long_brown_handle_denim_center_side_pockets	colorblock	medium	washed_denim_corduroy_leather_look	brown,washed_blue,olive	film,wabi,ease	capacity_unknown	ai_candidate	棕边提手和底部包住洗蓝中央面，褐条绒与橄榄侧袋。旧式柔软弧包是复古证据，未见大面积破坏层叠。
g0524	bag	ink_botanical_panel_tote	unknown	unknown	unknown	upright_rectangle	long_black_handles_curved_panel_seams_red_tassel	ink_botanical	medium	woven_leather_look	ivory,black,red	jade	capacity_unknown	ai_candidate	黑乳白直立托特带竹叶墨枝图案，红细弧线与玉色珠流苏。东方图像证据在包上，推荐理由不能据此宣称素主衣也符合JADE。
g0525	bag	plain_soft_shoulder_hobo	unknown	unknown	unknown	wide_soft_rectangle	curved_zip_top_adjustable_strap_side_tabs	plain	low	smooth_leather_look	ivory,taupe	loop,mute,ease	capacity_unknown	ai_candidate	乳白软横包、灰褐宽肩带，弧拉链和小侧垂带；大面留白。可中和繁复上衣，不从照片估计装载量。
g0526	bag	angular_flap_utility_messenger	unknown	unknown	unknown	wide_rectangle	asymmetric_flap_double_straps_side_pouches	tonal_patchwork	medium	leather_textile_look	black,charcoal	noir,edge,void	capacity_unknown	ai_candidate	黑炭灰长方信使包，斜角翻盖、双扣垂带与侧袋。锐利偏斜和工具感支持NOIR/EDGE相邻，非仅黑色。
g0527	bag	raw_patch_drawstring_hobo	unknown	unknown	unknown	slouchy_rounded	gathered_top_multilayer_side_flaps_patch_handle	patchwork	 high	washed_denim_coarse_woven_look	charcoal,brown,washed_blue	void,film,wabi	capacity_unknown	ai_candidate	灰棕洗蓝皱褶桶弧包，口部抽褶、绳尾和两侧不齐毛边垂片；与g0511高度相近，不能单按ID当独立包型。
g0528	bag	mixed_lapel_lace_denim_hobo	unknown	unknown	unknown	angular_irregular	wide_patch_handle_lapel_flaps_lace_edge_drawcord_side	mixed_patchwork	 high	denim_suiting_lace_nylon_look	gray,denim_blue,lime,ivory	oops,neon	capacity_unknown	ai_candidate	灰翻领与牛仔口袋拼出斜角包，蕾丝长边、荧黄侧袋和抽绳。与g0512同异质拼接家族，虽形状有变化但应做近似计数。
