token	category	subcategory	neckline	sleeve	length	volume	construction	pattern	decoration	material_appearance	main_colors	visual_personas	usage_limits	status	evidence
g0445	skirt	utility_ruched_wrap_long_skirt	unknown	unknown	long	straight_asymmetric	belt_loops_side_cargo_pocket_drawstring_gathers	colorblock	medium	matte_suiting_fluid_woven_look	charcoal,ivory	loop,iced,void	wrap_coverage_unknown	ai_candidate	炭灰长裹裙侧抽绳抬起露出乳白内片，腰袢、侧工装袋与长带明显。功能模块与垂线结合，较基础直裙有真实结构变化。
g0446	skirt	angular_leather_wrap_midi_skirt	unknown	unknown	midi	straight_asymmetric	side_tie_crossed_pointed_panels	tonal_patchwork	medium	leather_suiting_look	black,burgundy	noir,edge	wrap_coverage_unknown	ai_candidate	黑皮感斜裹裙向下形成长尖片，内露酒红窄片、侧腰细系结。锐利切线支持NOIR，片层开口的动态遮盖未知。
g0447	skirt	raw_patch_pleated_midi_skirt	unknown	unknown	midi	a_line	tie_waist_diagonal_overlay_pleated_underlayer	patchwork	medium	washed_coarse_woven_denim_look	taupe,brown,washed_blue	void,wabi,film	unknown	ai_candidate	灰褐洗蓝中长裙上段斜裹片、下段规整褶和不齐毛边并置，侧绳垂落。错位与自然旧面相结合，和满身乱层裙仍有区别。
g0448	skirt	graphic_plaid_patch_short_skirt	unknown	unknown	short	asymmetric_a_line	unequal_panels_side_drawstring_layered_ruffles	plaid_graphic_patchwork	high	suiting_denim_lace_sheer_look	charcoal,denim_blue,yellow,ivory	 oops,edge	creative_only	ai_candidate	灰西装和丹宁短裙混黄蓝图案、黄黑格、白蕾丝及灰透纱，侧抽绳。OOPS多语言碰撞明显，需要素主衣，不把所有黄色裙都叫NEON。
g0449	skirt	quiet_layered_wrap_long_skirt	unknown	unknown	long	a_line	belt_loops_diagonal_overlay_tiered_hem	tonal_panels	medium	matte_suiting_soft_woven_look	charcoal,taupe,black	mute,void,loop	unknown	ai_candidate	炭灰长裹片下露灰褐和黑两层软摆，腰袢门襟规整、无链扣印花。层次克制，可用长度和材质层面给低彩人格变化。
g0450	skirt	bias_satin_layered_long_skirt	unknown	unknown	long	bias_flare	clean_waist_diagonal_flounce_hem	plain	low	satin_chiffon_look	ice_blue	iced,flou	lining_unknown	ai_candidate	浅蓝缎感长裙主体平顺，膝下斜拼两层薄荷叶摆。比g0434少腰侧褶、长度更长，可区分结构，但应关联柔蓝斜摆家族。
g0451	skirt	belted_plain_straight_midi_skirt	unknown	unknown	midi	straight	belt_loops_narrow_buckle_belt	plain	low	structured_woven_look	navy	heir,mute,loop	walking_ease_unknown	ai_candidate	藏蓝直中长裙带窄腰带小金扣，裙面平整无褶花边。经典H线可跨人格复用，不能凭藏蓝独占HEIR；后开衩未知。
g0452	skirt	natural_diagonal_gathered_long_skirt	unknown	unknown	long	soft_a_line	diagonal_yoke_side_gathers	plain	low	soft_textured_woven_look	beige	ease,flou,wabi	unknown	ai_candidate	米色长裙腰下斜接线向一侧集中细褶，裙摆柔软开阔。自然纹理和单处收褶低负担，可为EASE增裙型而不强加装饰。
g0453	skirt	contrast_trim_short_pleated_skirt	unknown	unknown	short	a_line	wide_waist_regular_pleats_border_hem	color_border	low	soft_structured_woven_look	ivory,pale_pink	melt,heir,loop	unknown	ai_candidate	乳白短百褶裙以浅粉宽腰和下摆边框收束，褶线规整、无链扣。圆软浅色学院表达，但与深色基础短褶共享近似版型约束。
g0454	skirt	natural_layered_balloon_midi_skirt	unknown	unknown	midi	balloon	elastic_tie_waist_unequal_panels_gathered_hem	tonal_patchwork	medium	coarse_wrinkled_woven_look	taupe,olive,beige	wabi,void,ease	unknown	ai_candidate	褐橄榄粗织感层片裙向下内收成气球体积，腰抽绳与不齐层摆并存。和g0438外开A线不同，是真实轮廓变化而非仅换色。
g0455	dress	floral_lace_corset_short_dress	v_sweetheart	straps	short	corseted_a_line	tie_bust_wrap_waist_rosette_asymmetric_tiers	floral	medium	lace_chiffon_satin_look	pale_pink,sage,ivory	flou,melt	occasion_only;lining_unknown	ai_candidate	粉绿细肩带束腰短裙有胸前系绳、腰侧花结和斜层花边短摆。柔美立体细节为主，保留社交资产候选；实际衬里与肩带支撑未知。
g0456	dress	bright_belted_layered_shirtdress	point_collar	sleeveless	midi	waisted_a_line	button_front_belt_asymmetric_layered_panels	colorblock_patchwork	high	denim_gloss_nylon_mesh_look	blue,orange,lime,pink	neon,oops	creative_only	ai_candidate	无袖蓝翻领门襟与腰带维持衬衫裙结构，橙绿粉网面亮片层摆不对称。高彩加运动材质结构支持NEON，不能作为低表达日常。
