token	category	subcategory	neckline	sleeve	length	volume	construction	pattern	decoration	material_appearance	main_colors	visual_personas	usage_limits	status	evidence
g0419	bottom	classic_wide_jeans	unknown	unknown	long	wide_straight	five_pockets_button_fly	washed_gradient	low	denim_look	denim_blue	heir,loop,film	unknown	ai_candidate	中深蓝洗水五袋高腰长宽牛仔，直腰头与直腿规整。可跨人格复用，学院/复古只是相邻使用方向，不因生产标签独占某人格。
g0420	bottom	natural_wide_trousers	unknown	unknown	long	wide_straight	button_waist_front_pleats_slant_pockets	plain	low	textured_woven_look	beige	ease,wabi,loop	unknown	ai_candidate	米色自然细纹长宽裤，前褶与插袋简洁，裤脚宽而不收。与锥裤g0404的轮廓不同，能提供宽松下装变化，纤维仍未知。
g0421	bottom	soft_drawstring_wide_pants	unknown	unknown	long	wide_soft	elastic_waist_pompom_drawstring_soft_hem	plain	low	fine_rib_knit_look	pale_pink,ivory	melt,ease	thermal_unknown;hem_clearance_unknown	ai_candidate	极浅粉软罗纹宽裤有腰绳毛球，腿部柔软垂下、脚口轻卷。家居休闲观感突出，不能与硬挺通勤西裤等价使用。
g0422	bottom	wrapped_cocoon_drawstring_pants	unknown	unknown	ankle	cocoon_tapered	elastic_tie_waist_oversized_curved_pockets_wrap_panels	tonal_patchwork	medium	coarse_wrinkled_woven_look	taupe,olive,brown	wabi,void,ease	unknown	ai_candidate	褐橄榄茧裤有大弧形袋及两侧裹片，腰抽绳、收窄脚口。自然粗织与圆松量支持WABI，片层错位又与VOID相邻。
g0423	bottom	floral_wrapped_flare_pants	unknown	unknown	long	wide_flared	wrapped_sash_waist_layered_side_panels	floral	medium	sheer_lace_chiffon_layered_look	pale_pink,sage,ivory	flou,melt	lining_unknown;hem_clearance_unknown	ai_candidate	原尺寸确认有清楚裆部和双裤腿，粉绿乳白腰巾侧结及长花纱斜片下垂，整体轻飘。裤而非半裙；照片不能保证真实面料防透和裤长适配。
g0424	skirt	bright_asymmetric_layered_short_skirt	unknown	unknown	short	a_line	angled_denim_panels_drawstrings_pockets_ruffles	colorblock_patchwork	high	gloss_nylon_mesh_denim_look	blue,lime,orange,pink	neon,oops	creative_only	ai_candidate	蓝丹宁与高彩亮膜网面形成不齐短A裙，外侧绿抽绳、橙袋、粉绿层摆。运动结构加撞色是NEON证据，不宜再配等量装饰包上衣。
g0425	skirt	denim_tulle_asymmetric_long_skirt	unknown	unknown	long	a_line	denim_yoke_oblique_belt_chain_layered_sheer_panels	contrast_patchwork	high	denim_leather_tulle_look	denim_blue,black,pink	edge,oops	opaque_lining_unverified;occasion_only	needs_review	原尺寸见短丹宁斜裹臀片，下接多层黑粉透纱、带扣与长链。臀侧至大腿有透网，图中没有明确完整不透衬裙，先核实覆盖再作为独立下装放行。
g0426	skirt	ornate_bow_long_a_skirt	unknown	unknown	long	a_line	high_waist_inset_ruffles_side_bows	contrast_panels	medium	tweed_velvet_satin_look	ivory,burgundy	bolt,heir	occasion_only	ai_candidate	奶油长A裙两侧打开酒红绒感多层插片，腰下有酒红蝴蝶结，中央留素。礼仪式宽摆明显，适合场合表达而非普通学院短褶裙。
g0427	skirt	retro_patch_long_straight_skirt	unknown	unknown	long	straight_a_line	curved_large_panels_simple_waist	patchwork	medium	washed_denim_corduroy_tweed_look	washed_blue,brown,olive	film,wabi,ease	unknown	ai_candidate	长裙以蓝旧丹宁、棕灯芯绒感和橄榄粗织的大弧片拼接，无毛边链扣。时代混材观感与克制长线明确，实际材质和年代未知。
g0428	skirt	ink_wrap_layered_long_skirt	unknown	unknown	long	a_line	side_tie_asymmetric_overlay	ink_floral	medium	fluid_woven_sheer_panel_look	charcoal,ivory,red	jade,flou	wrap_coverage_unknown	ai_candidate	炭灰墨枝外裹片与乳白斜层长摆交叠，腰侧有细红系带。纵向流动和墨枝支持JADE/FLOU；侧开叠量的真实遮盖需穿着确认。
g0429	skirt	modular_asymmetric_pleated_midi	unknown	unknown	midi	a_line	belt_loops_strap_unequal_pleat_panels_side_flaps	colorblock	medium	structured_suiting_look	light_gray,charcoal	loop,iced,noir	unknown	ai_candidate	浅灰炭灰规整压褶拼成不对称中长裙，单侧长扣带、斜片与小盖袋提供模块感。结构变化真实，但不应把它和普通基础百褶裙并成完全相同家族。
g0430	skirt	angular_layered_leather_short_skirt	unknown	unknown	short	a_line	asymmetric_wrap_snap_buttons_buckle_tails	tonal_patchwork	medium	leather_suiting_look	black,burgundy	noir,edge	occasion_only	ai_candidate	黑皮感短裙有大斜裹片、暗扣、侧带扣和酒红尖尾，后侧细褶。锐角与低彩结构支持NOIR，甜酷相邻但非凭黑色自动归类。
g0431	skirt	raw_tiered_patch_long_skirt	unknown	unknown	long	full_a_line	elastic_tie_waist_cascading_raw_panels	patchwork	high	washed_coarse_woven_denim_look	charcoal,brown,washed_blue	void,wabi,film	creative_only;hem_clearance_unknown	ai_candidate	灰棕洗蓝多层毛边长片从弹力系带腰向下铺满，长摆量大。错位自然层次清晰，作为主裙需素上装，不能与多层同量外套直接叠加。
g0432	skirt	mixed_tailoring_lace_patch_midi	unknown	unknown	midi	asymmetric_a_line	unequal_panels_drawstring_ruffles	patchwork	high	suiting_denim_lace_gloss_look	charcoal,denim_blue,yellow,ivory,silver	oops,edge	creative_only	ai_candidate	灰西装、牛仔、黄亮片、银膜和白蕾丝形成错位中长A裙，左抽绳右层片。OOPS异质对照强，需要至少一件素主衣建立视觉锚点。
