token	category	subcategory	neckline	sleeve	length	volume	construction	pattern	decoration	material_appearance	main_colors	visual_personas	usage_limits	status	evidence
g0563	top	chain_motif_classic_shirt	point_collar	long	hip	fitted_straight	button_front_cuffs	chain_plaid	medium	satin_woven_look	ivory,navy,burgundy,tan	heir,film	unknown	ai_candidate	乳白翻领合体长衬衫叠藏蓝酒红斜格、链绳和流苏纹样，袖口规整。经典印花表达清楚，应配素下装避免多图案竞争。
g0564	top	plain_relaxed_pocket_shirt	point_collar	long	hip	relaxed	button_front_single_chest_pocket_roll_cuffs_curved_hem	plain	low	linen_woven_look	ivory	ease,loop,mute	unknown	ai_candidate	乳白宽松长衬衫、胸袋卷袖弧摆，细自然织纹。可共享自然易穿基础，不能只因白色归JADE东方剪裁。
g0565	top	soft_peplum_puff_sleeve_knit	round_tie	long	waist	fitted_waist_full_sleeve	tied_neck_gathered_sleeves_peplum_hem	pointelle	medium	soft_knit_look	ivory,pale_pink	melt,flou	outer_sleeve_clearance_unknown	ai_candidate	奶油浅粉针织上衣有领口小系结、鼓下袖与短荷叶腰摆，点状镂纹。软圆轮廓是MELT证据，外搭需留袖体积。
g0566	top	natural_asymmetric_panel_tunic	round	three_quarter	hip	oversized	wide_sleeves_diagonal_front_panels_uneven_layer_hem	tonal_patchwork	medium	coarse_woven_look	taupe,olive,brown	wabi,void,ease	unknown	ai_candidate	灰褐宽圆领中袖上衣，橄榄棕大斜片和不齐双层摆，宽而柔。自然结构支持WABI，非纯颜色推断。
g0567	top	floral_layered_sheer_tie_blouse	round_tie	three_quarter	hip	loose_flowing	sheer_panels_lace_edges_side_long_tails	floral	 high	chiffon_lace_look	pale_pink,sage,ivory	flou,melt	opaque_inner_unverified	needs_review	原图粉绿花纱领前系结，宽袖及身片呈半透明多层、长纱尾。未确认完整不透内层，不能按漂亮轻柔当成单独可穿上衣放行。
g0568	top	bright_asymmetric_sport_panel_tank	round	sleeveless	waist	irregular	mesh_yoke_gloss_panels_side_ruffle_drawcords	colorblock	 high	nylon_mesh_denim_look	cobalt,orange,lime,hot_pink	neon,oops	fit_unknown	ai_candidate	蓝网背心冠下拼荧绿、橙、粉亮面和洗蓝尖尾，单侧粉荷叶抽绳。运动与强色块是NEON证据，异质拼片也与OOPS邻近。
g0569	outer	belted_leather_tulle_peplum_jacket	lapel	long	upper_thigh	fitted_waist_full_sleeve	belted_asymmetric_zip_tulle_sleeves_layered_peplum	patchwork	 high	leather_denim_tulle_look	black,washed_blue,pale_pink	edge,oops	inner_bulk_limit;occasion_expression	ai_candidate	黑翻领收腰拉链外套、粉透纱鼓袖、洗蓝毛边和层纱短A摆，扣带约束体积。甜酷形体明确，内搭宜素且窄，不再叠大鼓袖。
g0570	outer	ornate_caped_puff_sleeve_jacket	lapel	long	waist	fitted_waist_full_sleeve	large_shoulder_drapes_fitted_lower_sleeves_peplum	floral_embroidery	 high	tweed_velvet_look	ivory,burgundy,gold	bolt,heir	inner_bulk_limit;occasion_only	ai_candidate	奶油合腰短夹克配酒红绒翻领、花纹袖口，大肩片鼓袖外垂，金扣。戏剧礼仪结构而非普通学院外套，限制日常首屏。
g0571	outer	plain_corduroy_collarless_jacket	round	long	hip	relaxed_straight	button_front_welt_pockets_curved_front	plain	low	corduroy_look	brown	film,ease,wabi	unknown	ai_candidate	棕条绒圆领夹克，单排扣、双口袋和宽松袖。时代材质与安静短H线可支持复古，不是繁复破片唯一解。
g0572	outer	ink_panel_belted_long_coat	lapel	long	calf	waisted_a	long_belt_asymmetric_contrast_panels_full_hem	ink_botanical	medium	woven_sheer_panel_look	ivory,charcoal,red	jade,flou	inner_required;thermal_unknown	ai_candidate	乳白长翻领系腰外套，黑墨枝长片与袖口红枝，长红灰系带下垂。纵向留白、墨纹和交叠明确，薄片层并不保证冬季保暖。
g0573	outer	layered_button_shawl_cardigan	shawl	long	hip	oversized	outer_shawl_opening_inner_v_button_placket_tied_sleeves	plain	medium	knit_look	light_gray	loop,ease,wabi	single_garment_structure_unverified	needs_review	原图同时出现外层披领开衫与里层V领纽扣开衫两道独立门襟、两层摆。可能连体假两件也可能多件打包；在单品定义与拆款结构确认前保留待核，不能直接当一件基础外套。
g0574	bottom	angular_panel_wide_trousers	unknown	unknown	full_length	wide_straight	pressed_front_seams_pointed_side_panels	tonal_patchwork	medium	suiting_leather_look	black,burgundy	noir,edge	fit_unknown	ai_candidate	黑色高腰直宽长裤，暗酒红斜侧片与细折线，主面平整。强纵线与锐角而非色彩本身支持NOIR。
g0575	bottom	washed_raw_layered_wide_jeans	unknown	unknown	full_length	wide	side_draped_raw_panels_pooled_hems	patchwork	 high	washed_denim_coarse_woven_look	washed_blue,brown,charcoal	void,film,wabi	walking_ease_unknown	ai_candidate	洗灰蓝宽牛仔裤两侧棕灰多层毛边片，裤脚堆叠。与既有旧料侧片裤高度近似，虽可独立成立不应按新ID当新主轮廓。
g0576	bottom	lace_side_panel_wide_trousers	unknown	unknown	full_length	wide_straight	asymmetric_denim_flaps_lace_ribbons_sheer_side_panels	patchwork	 high	suiting_denim_lace_tulle_look	charcoal,washed_blue,pale_pink,lilac	oops,edge	walking_ease_unknown	ai_candidate	炭灰长宽裤一侧洗蓝层片和粉蕾丝，另一侧紫纱褶片与长带。软硬错位明显，宜配安静上装，拖尾行走未知。
