token	category	subcategory	neckline	sleeve	length	volume	construction	pattern	decoration	material_appearance	main_colors	visual_personas	usage_limits	status	evidence
g0334	top	structured_leather_waistcoat	deep_lapel	sleeveless	hip	corseted	buttons_side_tabs_pointed_hem	plain	medium	leather_look	black	noir,edge	deep_front_requires_styling	ai_candidate	黑色皮感无袖翻领马甲收腰、侧扣带和尖长下摆显著，肩部硬挺；深V开口需结合内搭场景，不能自动当完整覆盖上衣。
g0335	top	layered_patch_print_shirt	point_collar	long_relaxed	hip	loose	mixed_panels_asymmetric_double_hem	botanical_patchwork	medium	washed_woven_denim_look	gray,taupe,washed_blue	film,wabi,void	unknown	ai_candidate	灰色植物印花衬衫混棕灰和丹宁感面板，门襟及下摆错位多层；旧感和层片共同支持复古/自然解构，不是普通花衬衫。
g0336	top	asymmetric_mixed_shirt	point_collar	long_mismatched	hip	asymmetric	pleated_waist_patch_pocket_lace_panels	floral_colorblock	high	woven_denim_lace_satin_look	ice_blue,ivory,charcoal,cobalt	oops,edge	experimental	ai_candidate	蓝领衫一侧灰西装片、一侧蓝花鼓袖，丹宁口袋、白蕾丝及亮灰不齐摆并存；反差明确，需要素下装缓冲，非日常基础款。
g0337	top	plain_crew_knit	crew	long_straight	hip	regular	rib_cuffs_hem	plain	low	fine_knit	charcoal	mute,loop,ease	unknown	ai_candidate	炭灰圆领长袖细针织，直身、罗纹袖口下摆，未见装饰或拼接；可跨人格基础复用，不应凭深色高判先锋人格。
g0338	top	ruched_sheer_yoke_tee	crew	short_straight	hip	fitted	asymmetric_ruche_sheer_yoke_overlay	plain	medium	mesh_satin_look	ice_blue	iced,flou	upper_panel_translucent	ai_candidate	冰蓝短袖衫胸腰斜褶贴合，圆领下肩胸有透视拼片，主体覆层较密；结构轻透而非普通蓝T，覆盖光照表现仍未知。
g0339	top	draped_scarf_blouse	cowl	long_puff	hip	relaxed	attached_contrast_neck_tie_gathered_cuffs	plain	medium	fluid_woven	navy,ivory	heir,flou,film	layering_volume_needs_space	ai_candidate	藏蓝垂褶领宽衫搭乳白长领带，袖口收束形成鼓袖；经典围巾式装饰与流动袖量并存，比素衬衫表达更强。
g0340	top	side_gathered_tank	u_neck	sleeveless	hip	soft_a	one_side_pleats_curved_layered_hem	plain	low	linen_look	ivory	ease,flou,loop	unknown	ai_candidate	乳白无袖圆领上衣单侧收褶，柔软A摆及圆弧下层可见；低装饰但非合体背心，提供松量变化，真实纤维未知。
g0341	top	peter_pan_floral_blouse	peter_pan	long_puff	hip	loose	gathered_yoke_cuffs	fine_floral	medium	light_woven	ivory,pale_pink	melt,flou,heir	layering_volume_needs_space	ai_candidate	奶白浅粉碎花衫圆娃娃领、胸前抽褶和大鼓袖清楚；甜软结构比普通尖领花衬衫强，外搭需保留袖空间。
g0342	top	patch_dropped_shirt	point_collar	long_dropped_puff	hip	oversized	patch_pocket_asymmetric_layers	patchwork	medium	linen_look	taupe,olive,brown	wabi,void	layering_volume_needs_space	ai_candidate	灰米落肩宽衬衫有橄榄口袋、侧面拼布及不齐双层下摆，袖口微收；自然皱感与宽松错位是人格证据。
g0343	top	sheer_ruffle_fitted_blouse	wide_crew	long_tiered_bell	hip	fitted	asymmetric_frills_side_tie	watercolor_floral	 high	mesh_chiffon_lace	pale_pink,sage,ivory	flou,melt	opaque_inner_unverified;layering_volume_needs_space	needs_review	贴身粉色薄透衫胸肩未见明确不透明内搭，袖口和斜下摆有多层花纱蕾丝；浪漫表达成立，覆盖结构仍需复核，不强行放行。
g0344	top	colorblock_balloon_crop_top	crew	three_quarter_balloon	cropped	oversized	elastic_hem_drawcords_patch_panels	colorblock	high	glossy_synthetic_mesh_denim	cobalt,lime,hot_pink,orange	neon,oops	experimental;layering_volume_needs_space	ai_candidate	高彩拼色圆领短上衣袖量极大，橙色松紧下摆、网眼和抽绳并用；短宽比例支持NEON，复杂度过高时只宜做单一主焦点。
g0345	top	mesh_denim_corset_crop	wide_crew	long_tiered_bell	cropped	corseted	buckle_lacing_lace_bust_panels	colorblock_lace	high	mesh_denim_leather_lace_look	black,denim_blue,dusty_pink	edge,oops	experimental;layering_volume_needs_space	ai_candidate	黑网肩袖、蓝丹宁胸片及粉蕾丝边与黑腰封拼合，层叠钟袖带扣绳；胸片覆盖可见，仍是高强度甜酷短款而非简洁日常。
g0346	top	velvet_drape_corset	shaped_square	short_draped	hip	corseted	embroidered_panels_button_front_peplum	floral_embroidery	high	brocade_velvet_look	ivory,burgundy,emerald	bolt,heir	occasion_only	ai_candidate	乳白刺绣束腰身配深绿胸侧片、酒红垂袖和小荷叶摆，装饰密度高；BOLT场合表达强，HEIR只能取复古精致部分。
g0347	top	washed_patch_floral_shirt	point_collar	long_puff	hip	loose	patch_pocket_color_panels	botanical_patchwork	medium	washed_denim_woven_look	brown,washed_blue,taupe	film,wabi	unknown	ai_candidate	棕蓝洗旧感花衬衫有大贴袋、拼色领和不同面板，袖身宽；复古生活感和自然面料观感并存，不等于任意破布组合。
g0348	top	ink_branch_shirt	point_collar	long_puff	hip	loose	tassel_detail_button_front_long_cuffs	ink_branch_floral	medium	light_woven	ivory,black,red	jade,flou	layering_volume_needs_space	ai_candidate	乳白尖领宽衬衫印细水墨枝叶和少量红花，垂绳及长袖口可见；中式意象明确但无盘扣，不能虚构传统领型。
g0349	top	asymmetric_wrap_knit	asymmetric_off_shoulder	long_fitted	hip	fitted	contrast_wrap_side_tie_layered_neck	plain	medium	fine_knit	ivory,gray	iced,edge,loop	asymmetric_shoulder_exposure	ai_candidate	奶白贴身长袖上叠灰色斜领裹片，单侧系带和颈部多层线清楚；不对称露肩是实际结构，需要尊重用户露肤偏好。
g0350	top	structured_panel_crop	mockneck	long_flared	cropped	fitted	sharp_shoulders_diagonal_panels_pointed_hem	textured_colorblock	high	leather_knit_mesh_look	black,burgundy	noir,edge	experimental;layering_volume_needs_space	ai_candidate	黑色高肩短上衣以皮感斜片、暗红透网和尖下摆塑造锐利轮廓，长袖口微喇；NOIR结构证据强，非普通黑色上衣。
g0351	top	deconstructed_drape_top	cowl	long_dropped	hip	oversized	irregular_torn_layers_mismatched_panels	patchwork	high	washed_knit_woven_look	charcoal,taupe,washed_blue	void,wabi	experimental;layering_volume_needs_space	ai_candidate	深灰棕蓝宽大垂领上衣多片破边叠落、袖色不一，体积松散；VOID的错位和舒适轮廓明确，但不宜和同强度下装堆满。
g0352	top	asymmetric_patch_corset_tank	asymmetric_scoop	mismatched_straps	hip	corseted	waist_ruche_patch_skirt_panels	floral_colorblock_lace	high	tailoring_denim_lace_satin_look	charcoal,denim_blue,ivory,multicolor	oops,edge	experimental	ai_candidate	灰西装片、丹宁、乳白蕾丝和花丝巾拼成不对称肩带收腰上衣，侧下摆外展；异质混搭有锚点，但需要简化相邻单品。
g0353	top	monochrome_floral_shirt	point_collar	long_straight	hip	loose	button_front_chest_pocket	large_floral	medium	washed_satin_look	charcoal,gray,ivory	film,mute,void	unknown	ai_candidate	灰黑大花衬衫长直袖、尖领和胸袋基本规整，明暗花面较醒目；暗色不能直接高判NOIR，花纹强度也不等于低表达MUTE基础。
g0354	top	sheer_fitted_shirt	point_collar	long_straight	hip	fitted	button_front_shaping_seams_curved_hem	plain	low	sheer_satin_look	ice_blue	iced	opaque_inner_unverified	needs_review	冰蓝合体尖领衬衫肩胸和袖子明显透视，身片有光泽但未确认独立不透明内层；需搭明确内搭再进入日常推荐验证。
g0355	top	contrast_trim_polo	polo	short_straight	hip	fitted	button_placket_contrast_edge	border	low	fine_knit	navy,ivory	heir,loop	unknown	ai_candidate	藏蓝短袖Polo以奶白领边、门襟扣和下摆细边勾勒，腰身轻合；学院经典证据充分，与纯色Polo仍属近似方向。
g0356	top	side_drawstring_tee	crew	short_dropped	waist	boxy	bilateral_side_drawstrings	plain	low	soft_knit	oatmeal	ease,loop,melt	unknown	ai_candidate	燕麦短宽T两侧抽绳可收身，落肩短袖，表面无图案；款式差异在抽绳和短比例，不应只看浅色而忽略结构。
g0357	top	layered_colorblock_knit	crew	long_dropped	hip	oversized	curved_layered_hem_color_band	border_colorblock	medium	fine_knit	ivory,pale_pink	melt,flou,ease	layering_volume_needs_space	ai_candidate	奶白宽松针织下摆粉色宽条及内层叠边，落肩袖宽、衣身近斗篷；柔软宽量清楚，叠外套需留空间。
g0358	top	patch_layered_shell	u_neck	sleeveless	hip	oversized	asymmetric_panels_side_gathers_ties	patchwork	medium	linen_coarse_knit_look	taupe,olive,brown	wabi,void	unknown	ai_candidate	无袖灰米上衣有深绿内层、粗织拼片、侧袋般鼓量和系绳，尖片下摆错位；明确自然解构，不应与普通麻背心混同。
g0359	top	sheer_floral_puff_shirt	point_collar	long_puff	hip	loose	asymmetric_frills_ties_lace_panels	watercolor_floral	high	chiffon_lace	pale_pink,sage,ivory	flou,melt	opaque_inner_unverified;layering_volume_needs_space	needs_review	粉绿花卉尖领衬衫胸肩薄透，叠花边、宽泡袖和不齐摆密集，独立不透明内搭未明确；与简单牛仔配仍需先确认覆盖。
g0360	top	asymmetric_colorblock_crop_shirt	point_collar	long_puff	cropped	oversized	asymmetric_hem_patch_pocket_drawcords	colorblock	high	glossy_synthetic_denim_mesh	cobalt,lime,hot_pink,orange	neon,oops	experimental;layering_volume_needs_space	ai_candidate	蓝绿粉橙短衬衫左右衣长不一、巨量泡袖及丹宁口袋，亮面拼接强烈；NEON以短宽和高彩表达，不宜整套重复多焦点。
