token	category	subcategory	neckline	sleeve	length	volume	construction	pattern	decoration	material_appearance	main_colors	visual_personas	usage_limits	status	evidence
g0083	top	botanical_shirt	point_collar	long	regular	straight	button_front_curved_hem	botanical	medium	woven	ivory,steel_blue	film,flou,ease	pair_with_plain_bottom	ai_candidate	米白底灰蓝细枝叶衬衫，经典翻领和中等松量，纹样分布均匀；与同类小花衬衫需要按近似家族审查。
g0084	top	band_collar_shirt	band_collar	long	regular	loose	button_placket_chest_pocket	solid	low	soft_woven	cream	jade,ease,loop	unknown	ai_candidate	奶油色小立领长袖衬衫，胸贴袋、弧摆和微蓬袖，东方线索较弱但领型比普通翻领更克制。
g0085	top	mock_neck_knit	mock_neck	long	regular	fitted	ribbed_cuffs_hem	solid	low	fine_knit	ivory	iced,heir,mute	cool_weather	ai_candidate	米白半高领贴身细针织，平直衣身和细罗纹袖口下摆，适合作内层；图像无法证明具体纤维成分。
g0086	top	boxy_tshirt	crew	short	cropped	boxy	straight_hem	solid	low	jersey	taupe	ease,mute,loop	unknown	ai_candidate	灰褐圆领短 T，偏方衣身、直短下摆和普通袖宽，是日常低饰基础款，不应因新 ID 宣称新廓形。
g0087	top	gathered_blouse	gathered_split_neck	long	long	loose	neck_gathers_balloon_sleeves	solid	low	soft_woven	ice_blue	ease,flou	unknown	ai_candidate	浅蓝领口抽褶、短 V 开口和蓬长袖衬衫，后摆偏长，体积集中肩领与袖而不是腰胸。
g0088	top	ribbed_tank	crew	sleeveless	regular	fitted	bound_neck_armholes	solid	low	jersey_knit	ice_blue	iced,loop	warm_weather_or_inner	ai_candidate	冰蓝高圆领背心，较宽肩带、收净腰身和包边，属于常规贴身无袖基础款；领口高于 U 领背心。
g0089	top	botanical_band_shirt	band_collar	long	regular	straight	covered_placket	botanical	medium	woven	ivory,steel_blue	jade,film,flou	pair_with_plain_bottom	ai_candidate	米白灰蓝较大植物纹立领衬衫，暗襟和竖直前中清楚；东方感由领襟与图案共同承担，不能只看花纹。
g0090	top	pocket_shirt	point_collar	long	regular	straight	button_front_chest_pocket	solid	low	woven	ice_blue	mute,loop,heir	unknown	ai_candidate	冰蓝基础长袖衬衫有单胸袋、常规翻领和弧下摆，低饰直线；和 g0093/g0114 存在近似候选关系。
g0091	top	pocket_crew_knit	crew	long	regular	straight	chest_pocket_ribbed_hem	solid	low	fine_knit	taupe	ease,heir,mute	unknown	ai_candidate	灰褐圆领长针织带单胸袋，衣身偏直、罗纹下摆收口；胸袋是小变化，不足以制造全新穿搭结构。
g0092	top	pocket_tshirt	crew	short	cropped	boxy	chest_pocket_straight_hem	solid	low	jersey	ivory	ease,melt,loop	unknown	ai_candidate	米白短圆领 T 有单胸贴袋与宽直衣身，适合压低花裙或宽裤装饰度，与合体短 T 的松量不同。
g0093	top	relaxed_pocket_shirt	point_collar	long	long	loose	open_neck_chest_pocket_curved_hem	solid	low	soft_woven	ice_blue	ease,mute,loop	unknown	ai_candidate	冰蓝开口翻领宽衬衫，胸袋、较低首扣、长弧摆和松袖，和 g0090 比更松垂但仍属近似蓝衬衫家族候选。
g0094	top	scoop_tank	scoop	sleeveless	regular	fitted	bound_neck_chest_pocket	solid	low	jersey	charcoal	mute,loop,void	warm_weather_or_inner	ai_candidate	炭灰 U 领背心，单胸袋与宽肩带、略收腰平下摆；不能把胸袋小差异当作主要款式多样性。
g0095	top	tonal_floral_shirt	point_collar	long	regular	loose	button_front_gathered_cuffs	botanical	medium	soft_woven	steel_blue,dark_blue	film,ease	pair_with_plain_bottom	ai_candidate	灰蓝底深蓝小植物纹衬衫，领袖为经典样式、后长摆较软，呈低对比复古感而非高彩先锋。
g0096	top	white_relaxed_shirt	point_collar	long	long	loose	button_front_chest_pocket	solid	low	soft_woven	white	mute,ease,loop	unknown	ai_candidate	白色宽长翻领衬衫，单胸袋、宽袖与后长弧摆清楚；与 g0108 类白衬衫需比较松量和下摆而非仅 ID。
g0097	top	fitted_crew_top	crew	long	regular	fitted	plain_curved_hem	solid	low	fine_jersey	taupe	iced,mute,loop	unknown	ai_candidate	灰褐圆领贴身长袖，腰腹横向轻皱、弧形下摆，没有胸袋，比 g0091 更收净，不能归为同样宽松针织。
g0098	top	fitted_cropped_tshirt	crew	short	cropped	fitted	straight_hem	solid	low	jersey	ice_blue	iced,loop	warm_weather	ai_candidate	浅蓝合体圆领短 T，短平摆与较窄袖口清楚；和 g0104 的颜色、上身比例接近，需避免连续推荐造成换款假象。
g0099	top	boatneck_blouse	boat	three_quarter	regular	loose	wide_sleeves_curved_back_hem	solid	low	soft_woven	ivory	ease,mute	unknown	ai_candidate	米白船领宽袖上衣，肩线低、衣身柔垂、前短后长，松弛轮廓明确且无显眼装饰。
g0100	top	scoop_tank	scoop	sleeveless	regular	fitted	bound_neck_curved_hem	solid	low	jersey	oatmeal	ease,iced,loop	warm_weather_or_inner	ai_candidate	燕麦 U 领背心，宽肩带、腰侧轻收和弧形下摆，纯基础结构；与深蓝 g0106 的体感差异主要是色彩。
g0101	top	light_floral_shirt	point_collar	long	long	loose	button_front_curved_hem	botanical	medium	soft_woven	ivory,pale_blue	flou,film,ease	pair_with_plain_bottom	ai_candidate	米白底浅蓝稀细花枝长衬衫，较低对比、柔软长摆；和 g0083 同类，不应按不同花纹密度算完全新轮廓。
g0102	top	pocket_shirt	point_collar	long	regular	straight	button_front_chest_pocket	solid	low	woven	light_taupe	mute,ease,loop	unknown	ai_candidate	浅灰褐常规翻领衬衫，胸袋、直身和弧摆清楚，与冰蓝基础领衫结构接近，变化主要在中性色域。
g0103	top	fitted_crew_top	crew	long	regular	fitted	plain_curved_hem	solid	low	fine_jersey	pale_pink	iced,melt	unknown	ai_candidate	浅粉圆领合体长袖，窄袖和弧下摆，同 g0097 的贴身基础长袖非常接近；粉色并不自动增加奶油圆润体积。
g0104	top	fitted_tshirt	crew	short	short_regular	fitted	curved_hem	solid	low	jersey	steel_blue	iced,loop	warm_weather	ai_candidate	灰蓝贴身短袖 T，弧形下摆略长于 g0098，但主领袖与收腰体感接近，应进入近似复核而非当作显著新品类。
g0105	top	cowl_top	cowl	long	regular	soft_fitted	front_drape_curved_hem	solid	medium	fluid_jersey	navy	iced,mute,flou	simple_bottom	ai_candidate	藏蓝垂领长袖，前身连续柔褶、细长袖和平顺弧摆，垂坠是主变化，区别于无褶圆领长袖。
g0106	top	scoop_tank	scoop	sleeveless	regular	fitted	bound_neck_curved_hem	solid	low	jersey	navy	mute,iced,loop	warm_weather_or_inner	ai_candidate	藏蓝宽带 U 领背心，包边和弧形下摆，没有复杂结构；与 g0100 类同轮廓换色，推荐时须抑制连续出现。
g0107	top	tonal_floral_shirt	point_collar	long	regular	straight	button_front_curved_hem	botanical	medium	woven	cream,taupe	film,flou,ease	pair_with_plain_bottom	ai_candidate	奶油底灰褐枝叶印花翻领衬衫，规则长袖直身，是复古轻花纹而非东方斜襟，也不属于极简素色款。
g0108	top	classic_white_shirt	point_collar	long	regular	straight	button_front_chest_pocket	solid	low	woven	white	mute,heir,loop	unknown	ai_candidate	白基础翻领衬衫，单胸袋、较平整直身和圆弧摆，比 g0096 宽长松垂版更收敛，仍是近似白衬衫候选。
g0109	top	front_line_knit	crew	long	regular	fitted	center_front_fine_line	solid	low	fine_knit	ivory	iced,mute	unknown	ai_candidate	米白圆领贴身细针织，前中窄线和小领扣可见，但开合机制在联系表无法确认；不虚构拉链材质或全开襟结构。
g0110	top	short_sleeve_structured_blouse	crew	short	cropped	waisted	covered_center_front_princess_seams	solid	low	woven	charcoal	mute,loop	unknown	ai_candidate	炭灰无领短袖短上衣，前中暗线与收腰省线更像挺织衬衣结构，不能和同色针织 T 完全混算。
g0111	top	band_collar_blouse	band_collar	long	long	loose	covered_placket_balloon_sleeves	solid	low	soft_woven	charcoal	mute,ease,jade	unknown	ai_candidate	炭灰立领长衬衫，袖量较蓬、暗襟竖直、后摆偏长，日常宽松；领口有东方可能但不足单独定义 JADE。
g0112	top	sleeveless_collared_blouse	point_collar	sleeveless	regular	waisted	covered_placket_vertical_seams	solid	low	woven	ice_blue	iced,loop	warm_weather	ai_candidate	冰蓝无袖领衫为暗门襟、纵省与微收腰，区别 g0082 明扣款但整体体感很接近，应作为近似家族候选。
g0113	top	fine_stripe_shirt	point_collar	long	regular	straight	covered_placket_curved_hem	fine_stripe	low	woven	steel_blue,white	mute,heir,iced	unknown	ai_candidate	蓝灰细竖纹长衬衫，翻领和暗门襟、圆弧摆低装饰，纹理细而非大面积花卉，适合克制通勤。
g0114	top	pocket_shirt	point_collar	long	regular	straight	button_front_chest_pocket	solid	low	woven	ice_blue	mute,loop,heir	unknown	ai_candidate	淡冰蓝尖领衬衫，单胸袋、小扣和弧摆，袖下略收；和 g0090/g0093 都属于应限制连续曝光的蓝基础领衫。
g0115	top	long_sleeve_polo_cardigan	polo	long	regular	fitted	full_button_front	solid	low	fine_knit	navy	heir,iced,mute	unknown	ai_candidate	藏蓝翻领长袖针织，前排扣、合体腰身与平下摆，兼有 Polo 和开襟感；经典纤长而不是宽松卫衣。
g0116	top	short_sleeve_polo	polo	short	regular	fitted	short_button_placket_ribbed_hem	solid	low	fine_knit	oatmeal	heir,ease,melt	unknown	ai_candidate	燕麦短袖 Polo，三扣小门襟和细罗纹收摆，和藏蓝 g0012 主版型接近，暖色不是新的服装结构。
g0117	top	open_collar_blouse	point_collar	long	long	loose	open_neck_gathered_cuffs	solid	low	soft_woven	pale_peach	ease,flou,melt	unknown	ai_candidate	浅蜜桃宽衬衫，领口开得较低、轻蓬袖与长弧摆，柔软低饱和；仍需用下装轮廓制造区别。
g0118	top	sleeveless_shirt	point_collar	sleeveless	regular	straight	button_front	solid	low	linen_look	oatmeal	ease,loop	warm_weather	ai_candidate	燕麦无袖翻领衬衫，织纹粗一些、腰身较直而非明显束腰，自然夏季基础款气质清楚。
g0119	top	light_floral_shirt	point_collar	long	regular	straight	button_front_curved_hem	botanical	medium	woven	pale_pink,taupe	flou,film,melt	pair_with_plain_bottom	ai_candidate	浅灰粉底细碎植物印花衬衫，经典领袖与弧摆，主变化在浅色花纹；和同组米白花衬衫有明显家族重复风险。
g0120	top	band_collar_shirt	band_collar	long	regular	straight	button_front_curved_hem	solid	low	woven	ice_blue	iced,jade,loop	unknown	ai_candidate	冰蓝小立领基础衬衫，明扣、略蓬袖、圆弧摆，颜色与领型清爽，东方支持弱于真正斜襟和交叠结构。
g0121	top	mock_neck_knit	mock_neck	long	regular	fitted	ribbed_cuffs_hem	solid	low	fine_knit	steel_blue	iced,mute,heir	cool_weather	ai_candidate	灰蓝半高领合体长针织，袖身收净、细罗纹平摆，与米白 g0085 同类近似，主要是色域不同。
g0122	top	short_sleeve_knit	crew	short	cropped	fitted	fine_ribbed_hem	solid	low	fine_knit	ivory	heir,melt,iced	unknown	ai_candidate	米白圆领短袖针织，较窄袖和平直短罗纹下摆，光滑细针肌理区别宽松口袋 T，但上身体感变化有限。
g0123	top	split_neck_blouse	split_band	long	long	loose	short_placket_gathered_cuffs	solid	low	soft_woven	oatmeal	ease,jade	unknown	ai_candidate	燕麦无翻领开口长衬衫，小 V 门襟、宽身与微蓬袖，自然垂摆，松弛结构清楚且没有假设传统服装身份。
g0124	top	gathered_neck_shell	gathered_high_round	sleeveless	regular	a_line	neck_gathers_back_closure	solid	low	soft_woven	ivory	melt,flou,heir	warm_weather	ai_candidate	米白无袖小高圆领上衣，领下细抽褶和微 A 衣身，不贴腰；柔肩短比例比普通无袖翻领衫更温柔。
g0125	top	botanical_band_shirt	band_collar	long	regular	straight	button_front	fine_stripe_botanical	medium	woven	ice_blue,steel_blue	jade,iced,film	pair_with_plain_bottom	ai_candidate	浅蓝细条与稀疏枝叶立领衬衫，竖向纹理比 g0089 更轻；东方气质可作为线索但不能替代整套审核。
g0126	top	pocket_shirt	point_collar	long	regular	straight	button_front_chest_pocket	solid	low	woven	charcoal	mute,loop,heir	unknown	ai_candidate	炭灰长袖翻领衬衫，单胸袋、明扣和弧摆，是素色基础领衫；同 g0002 差别小，需要避免连续使用造成重复体感。
g0127	top	pocket_crew_knit	crew	long	regular	loose	chest_pocket_ribbed_hem	solid	low	fine_knit	steel_blue	ease,mute,void	unknown	ai_candidate	灰蓝圆领胸袋针织偏宽直，罗纹袖口下摆，属于低饰日常；与 g0091 同类换色不能充当全新品类。
g0128	top	pocket_tshirt	crew	short	cropped	boxy	chest_pocket_straight_hem	solid	low	jersey	ice_blue	ease,loop	warm_weather	ai_candidate	冰蓝宽直短 T，圆领和单胸袋、袖量偏松，几乎与米白 g0092 同轮廓，首屏要靠下装或层次差别来打散。
g0129	outer	cardigan	v_neck	long	regular	loose	button_front_patch_pockets	solid	low	soft_knit	light_gray	ease,melt,loop	unknown	ai_candidate	浅灰 V 领开衫，落肩、圆蓬袖、两贴袋和罗纹下摆，作为开襟外搭归 outer，不等同上衣槽位的普通圆领针织。
g0130	outer	zip_jacket	point_collar	long	cropped	boxy	zip_front_patch_pockets_drawstring	solid	low	matte_woven	ice_blue	iced,loop,ease	unknown	ai_candidate	冰蓝短箱形翻领夹克，拉链、双贴袋、弹力袖口和下摆抽绳，干净短外套轮廓明确，适合配长下装。
g0131	outer	long_coat	notch_lapel	long	mid_thigh	straight	three_buttons_patch_pockets	solid	low	wool_look	taupe	ease,heir,mute	cold_weather	ai_candidate	灰褐宽直三扣中长外套，宽驳领与大贴袋，柔毛感而非挺薄衬衫，成套应按冷季外层判断。
g0132	outer	cropped_pocket_jacket	point_collar	long	cropped	boxy	button_front_flap_pockets	solid	low	textured_woven	oatmeal	heir,ease,loop	unknown	ai_candidate	燕麦短翻领夹克，四扣和两袋盖、箱形短摆，经典工装比例，低饰且不像长开衫的柔垂纵线。
g0133	outer	collarless_short_jacket	collarless_split	long	cropped_hip	fitted	open_front_flap_pockets	solid	low	woven	ivory	mute,iced,heir	unknown	ai_candidate	米白无领短外套，前开口直线、收净肩袖和两袋盖，简洁小西装结构，比普通开衫更挺。
g0134	outer	short_trench	notch_lapel	long	mid_thigh	waisted	double_breasted_belt_storm_flap	solid	low	matte_woven	gray_taupe	heir,loop	transitional_weather	ai_candidate	灰褐中短风衣，双排扣、腰带、胸覆片与袖袢，明确结构化外层；与素色短夹克不同，腰部内层宜简单。
g0135	outer	cropped_cardigan	v_neck	long	cropped	soft_loose	button_front_ribbed_hem	solid	low	fuzzy_knit	dusty_pink	melt,ease	unknown	ai_candidate	灰粉 V 领短开衫，宽袖、短罗纹下摆、无贴袋，柔绒短比例明显，但不是大量蝴蝶结甜装。
g0136	outer	zip_bomber	point_collar	long	cropped	boxy	zip_front_elastic_hem	solid	low	matte_nylon_look	ivory	ease,loop	unknown	ai_candidate	米白短拉链夹克，大翻领、双斜袋和弹力下摆，微蓬但低饰；与 g0130 仍存在短箱形外套家族接近。
g0137	outer	cocoon_coat	notch_lapel	long	mid_thigh	cocoon	button_front_welt_pockets	solid	low	wool_look	charcoal	wabi,mute,ease	cold_weather	ai_candidate	炭灰短茧型大衣，落肩宽袖和圆收下摆，驳领克制，靠包裹体积而不是做旧花纹支持 WABI。
g0138	outer	cropped_button_jacket	point_collar	long	cropped	boxy	button_front_welt_pockets	solid	low	woven	navy	heir,mute,loop	unknown	ai_candidate	藏蓝短翻领单排扣夹克，两侧嵌袋与平短下摆，结构干净、经典箱形；与灰色 g0144 为高优先近似候选。
g0139	outer	collarless_blazer	collarless_v	long	hip	straight	open_front_flap_pockets	solid	low	woven	taupe	mute,loop,ease	unknown	ai_candidate	灰褐无领长西装，深 V 直开襟、肩线平整、袋盖低饰；与 g0001 共享无领纵线，但开襟与扣数不同。
g0140	outer	long_trench	notch_lapel	long	calf	waisted	double_breasted_belt_storm_flap	solid	low	matte_woven	ivory	heir,loop,mute	transitional_weather	ai_candidate	米白长风衣，宽覆片、腰带、酒棕扣与长直下摆，季节性外层明确；衣长变化可区别同类短风衣。
g0141	outer	long_cardigan	open_shawl	long	mid_thigh	loose	open_front_patch_pockets	solid	low	soft_knit	taupe	ease,wabi,void	avoid_bulky_inner_sleeves	ai_candidate	灰褐长开衫，无扣垂开襟、落肩和两贴袋，柔软包裹感清楚；套在蓬袖衬衫外的袖量需要成套检查。
g0142	outer	stand_zip_jacket	stand_collar	long	hip	loose	zip_front_drawstring_hem	solid	low	matte_nylon_look	charcoal	loop,mute,void	unknown	ai_candidate	炭灰立领拉链外套，宽身、收袖与抽绳下摆，是干净轻工装轮廓，不能凭深色直接判强锐 NOIR。
g0143	outer	long_straight_coat	notch_lapel	long	calf	straight	button_front_welt_pockets	solid	low	wool_look	navy	heir,mute,noir	cold_weather	ai_candidate	藏蓝长驳领外套，直长衣身、平肩与嵌袋，毛感克制纵线；NOIR 支持来自长度但锐利肩型仍弱。
g0144	outer	cropped_button_jacket	point_collar	long	cropped	boxy	button_front_welt_pockets	solid	low	textured_woven	charcoal	mute,heir,loop	unknown	ai_candidate	炭灰短翻领单排扣夹克，嵌袋和平直短摆与 g0138 藏蓝款非常接近，颜色不能掩盖主轮廓重复。
